gate_mode,return_length_over_R80,width_over_R80,route_mode,route_fraction_multiplier,candidate_id,cluster,extent_gate,effective_route_fraction,calibration_amplitude,calibration_RMS_arcsec,heldout_RMS_arcsec,heldout_median_minimum_J_singular_value,mass_sheet_R2
cluster_logistic_soft,0.5,0.18,endpoint,0.75,K0217,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,310.23333744607726,1.9465698214626659,5.736243584651516,0.38880520941892216,0.7540663192790502
cluster_logistic_soft,0.5,0.18,endpoint,1.0,K0218,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,142.40654363863064,6.439996828324767,5.259389923290304,0.37739039522854023,0.9369614057440041
cluster_logistic_soft,0.5,0.18,endpoint,1.0,K0218,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,274.12199482731796,1.9491697327247988,6.224297612504924,0.30622743505444416,0.7459431587865599
cluster_logistic_soft,0.5,0.18,chord,0.5,K0219,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,161.18656128774364,7.662506690633362,7.767273352825894,0.2837249427662383,0.9204401640268907
cluster_logistic_soft,0.5,0.18,chord,0.5,K0219,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,415.7990525046512,1.9024224293323115,5.957830427624378,0.4111128118081333,0.7466003769049312
cluster_logistic_soft,0.5,0.18,chord,0.75,K0220,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,154.04803287510765,7.218507416456071,5.655458003268085,0.30155501259100426,0.9295432471285427
cluster_logistic_soft,0.5,0.18,chord,0.75,K0220,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,382.3318206114623,1.9141544232968952,8.43580168351031,0.43477120251682366,0.7477881158153508
cluster_logistic_soft,0.5,0.18,chord,1.0,K0221,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,147.59140102437814,6.818976092722898,5.329723140151873,0.31569691223699314,0.9367547977065298
cluster_logistic_soft,0.5,0.18,chord,1.0,K0221,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,353.73572651924616,1.9226710136216594,6.5313145651098266,0.4504157874754572,0.7461303313923415
cluster_logistic_soft,0.5,0.18,radial_arc_0.5,0.5,K0222,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,185.6838418236939,8.061272420657051,18.27176644502091,0.23430520001463595,0.8938520583567383
cluster_logistic_soft,0.5,0.18,radial_arc_0.5,0.5,K0222,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,495.82462652128913,1.8824949217876215,7.263672871066469,0.3578990574220722,0.7390871984272414
cluster_logistic_soft,0.5,0.18,radial_arc_0.5,0.75,K0223,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,189.6703257874114,7.730460590206279,16.957050733375937,0.24218220048401534,0.8924153083688681
cluster_logistic_soft,0.5,0.18,radial_arc_0.5,0.75,K0223,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,492.1275861777917,1.8908842841327758,6.905396160532607,0.37279329896132163,0.7423203156823417
cluster_logistic_soft,0.5,0.18,radial_arc_0.5,1.0,K0224,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,193.597287492664,7.4396381631336,15.188387965667802,0.24765105351362854,0.8904760818923492
cluster_logistic_soft,0.5,0.18,radial_arc_0.5,1.0,K0224,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,488.46761518392594,1.89879388437611,6.606226860148957,0.378377894343153,0.745441607415704
cluster_logistic_soft,0.5,0.18,transverse_arc_0.5,0.5,K0225,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,202.86188930684452,8.523804577125253,27.585537600616995,0.15683489500448117,0.9323109371214126
cluster_logistic_soft,0.5,0.18,transverse_arc_0.5,0.5,K0225,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,533.2975568179758,1.8492040427897751,4.597539329899896,0.25220381384811197,0.7919851684073881
cluster_logistic_soft,0.5,0.18,transverse_arc_0.5,0.75,K0226,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,218.0433766949011,8.49020428780397,24.08101395855012,0.12632693260283442,0.9500535756127645
cluster_logistic_soft,0.5,0.18,transverse_arc_0.5,0.75,K0226,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,549.6007526282445,1.8374797377958196,8.004416595406836,0.2225841248834894,0.818646465849394
cluster_logistic_soft,0.5,0.18,transverse_arc_0.5,1.0,K0227,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,209.58017285401374,8.68950010510618,5.583478035096601,0.19494119254616998,0.9663813289653959
cluster_logistic_soft,0.5,0.18,transverse_arc_0.5,1.0,K0227,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,566.8484619904624,1.8202056248378005,48.14203099929923,0.17013632135811912,0.8424685909596097
cluster_logistic_soft,0.5,0.23,endpoint,0.5,K0228,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,186.06981574478868,6.66410842636911,5.2885571599097485,0.26154926240684945,0.951073722792377
cluster_logistic_soft,0.5,0.23,endpoint,0.5,K0228,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,398.535137666922,1.8983038552858218,20.251288388646046,0.30088133425045194,0.7972407713262205
cluster_logistic_soft,0.5,0.23,endpoint,0.75,K0229,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,179.1264225777499,6.286874575894171,5.260202247975773,0.2720882855270536,0.9563243355400359
cluster_logistic_soft,0.5,0.23,endpoint,0.75,K0229,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,355.18956586758765,1.916468811798518,8.149396441386804,0.3256371150351556,0.8030607428723844
cluster_logistic_soft,0.5,0.23,endpoint,1.0,K0230,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,171.99711918075727,5.974717789436262,5.418283547702042,0.28340697418667654,0.9595413692373916
cluster_logistic_soft,0.5,0.23,endpoint,1.0,K0230,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,320.21503552881165,1.926970831426706,5.150759926569999,0.29966076966821475,0.8045597153277648
cluster_logistic_soft,0.5,0.23,chord,0.5,K0231,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,186.48047543851104,6.845828397754444,5.421264350329688,0.2582809819630867,0.9473931238467632
cluster_logistic_soft,0.5,0.23,chord,0.5,K0231,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,449.8933673613936,1.864891449533387,27.060117807431,0.3083427338146211,0.7830130277034338
cluster_logistic_soft,0.5,0.23,chord,0.75,K0232,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,180.8885032598102,6.545900933868574,5.486531433975348,0.26366896884988966,0.952852836344373
cluster_logistic_soft,0.5,0.23,chord,0.75,K0232,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,419.5032488161751,1.8753832819979837,17.646209097881165,0.3188364618762828,0.7882840144853482
cluster_logistic_soft,0.5,0.23,chord,1.0,K0233,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,175.61515374920964,6.259473015800624,5.649841321938051,0.2680050814392541,0.9572837948766144
cluster_logistic_soft,0.5,0.23,chord,1.0,K0233,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,392.87513173832576,1.8831074260523484,10.893194408589427,0.33109307372767116,0.7915435106471151
cluster_logistic_soft,0.5,0.23,radial_arc_0.5,0.5,K0234,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,207.28389710982245,7.181403390765799,6.857162875120687,0.22726451510770024,0.9303334230533559
cluster_logistic_soft,0.5,0.23,radial_arc_0.5,0.5,K0234,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,520.9742925521352,1.8456058565966844,5.838478571628854,0.28716660181546494,0.7713624586318588
cluster_logistic_soft,0.5,0.23,radial_arc_0.5,0.75,K0235,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,211.5045691347936,7.018158705901768,7.664526331314624,0.2225340250337906,0.928727415795972
cluster_logistic_soft,0.5,0.23,radial_arc_0.5,0.75,K0235,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,518.6519350341566,1.852293701403166,6.132407665975573,0.28874054402797733,0.7745985852649212
cluster_logistic_soft,0.5,0.23,radial_arc_0.5,1.0,K0236,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,215.70320333990458,6.857990163367291,8.875165378813602,0.218294397951537,0.9268345745445433
cluster_logistic_soft,0.5,0.23,radial_arc_0.5,1.0,K0236,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,516.337848217625,1.858938873467256,6.517107135883432,0.2902755752701115,0.7777958626263385
cluster_logistic_soft,0.5,0.23,transverse_arc_0.5,0.5,K0237,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,220.72293270087542,7.251910488339045,5.695231473733646,0.19766112712027872,0.9566943673057572
cluster_logistic_soft,0.5,0.23,transverse_arc_0.5,0.5,K0237,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,550.9641907017319,1.8144662991918128,9.267642470031458,0.21512440479497724,0.8160704832939921
cluster_logistic_soft,0.5,0.23,transverse_arc_0.5,0.75,K0238,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,233.5180768789114,7.073449065014157,5.7199050012645705,0.17367146256343524,0.9676497139824976
cluster_logistic_soft,0.5,0.23,transverse_arc_0.5,0.75,K0238,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,564.5797176476837,1.8015437193026163,32.0155352969864,0.18745754419895988,0.8384472011277092
cluster_logistic_soft,0.5,0.23,transverse_arc_0.5,1.0,K0239,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,247.909405824954,6.879425259276576,5.974316380622068,0.1461475651342963,0.977466912710607
cluster_logistic_soft,0.5,0.23,transverse_arc_0.5,1.0,K0239,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,578.9102602215228,1.7839427477143779,36.66082473932454,0.1673201955966419,0.8581981804149876
cluster_logistic_soft,0.5,0.28,endpoint,0.5,K0240,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,215.0189818911768,6.085203650564961,5.5549885401312835,0.2163910598093565,0.9668560675010355
cluster_logistic_soft,0.5,0.28,endpoint,0.5,K0240,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,444.40466542561455,1.8751691372192425,4.715263993737729,0.2321975048622513,0.8338571394184332
cluster_logistic_soft,0.5,0.28,endpoint,0.75,K0241,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,209.10883571334827,5.856609795817066,5.589935990446666,0.21793581912173104,0.9706577751040794
cluster_logistic_soft,0.5,0.28,endpoint,0.75,K0241,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,404.6409954972816,1.8979540812631084,4.023761261643879,0.22950594263729396,0.84210965551184
cluster_logistic_soft,0.5,0.28,endpoint,1.0,K0242,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,202.96378182160615,5.6407679630371135,5.695636934384686,0.22021898907379506,0.9733013628082513
cluster_logistic_soft,0.5,0.28,endpoint,1.0,K0242,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,371.22963056051924,1.9179008532395088,3.7917741897520743,0.22754486097335547,0.8471302804916061
cluster_logistic_soft,0.5,0.28,chord,0.5,K0243,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,215.85416821686007,6.1522583215870315,5.8059662555711835,0.2196592160868518,0.9637868273709257
cluster_logistic_soft,0.5,0.28,chord,0.5,K0243,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,488.0462989599442,1.8448992602605057,5.951279818303016,0.24259199983467328,0.8207901814281775
cluster_logistic_soft,0.5,0.28,chord,0.75,K0244,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,211.1714686146862,5.972123413672869,5.910446710726737,0.22130401846066297,0.9672509558204632
cluster_logistic_soft,0.5,0.28,chord,0.75,K0244,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,461.257190750251,1.8534962527310797,4.830024185308174,0.2531008000711912,0.8269521923551771
cluster_logistic_soft,0.5,0.28,chord,1.0,K0245,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,206.61607806017153,5.791451158599171,6.041699892169519,0.2221509505202267,0.9701529374971982
cluster_logistic_soft,0.5,0.28,chord,1.0,K0245,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,437.1957405914895,1.860563385398778,4.244551849138104,0.2504304987278013,0.8317210267046605
cluster_logistic_soft,0.5,0.28,radial_arc_0.5,0.5,K0246,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,233.43199672381635,6.393622390885925,5.510789824899489,0.20341121644581459,0.9527608543267807
cluster_logistic_soft,0.5,0.28,radial_arc_0.5,0.5,K0246,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,549.8317361815209,1.8302893917111456,19.938439737978673,0.23160116687841115,0.8083079187278497
cluster_logistic_soft,0.5,0.28,radial_arc_0.5,0.75,K0247,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,237.35560119211016,6.331235909811381,5.486036020584396,0.1997803953581213,0.9514958651782944
cluster_logistic_soft,0.5,0.28,radial_arc_0.5,0.75,K0247,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,548.8011716770179,1.8345557030130717,24.6201870799705,0.23129607462841434,0.8107363790439823
cluster_logistic_soft,0.5,0.28,radial_arc_0.5,1.0,K0248,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,241.28707318353787,6.27104207966849,5.531818662175638,0.1963993477479168,0.9500788442603911
cluster_logistic_soft,0.5,0.28,radial_arc_0.5,1.0,K0248,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,547.7698624118141,1.8391036947332897,32.34384500983544,0.23099259541375772,0.8131439975357243
cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,0.5,K0249,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,244.15065928131452,6.355060060810643,5.9765868257492585,0.18215057098602377,0.9706546624161587
cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,0.5,K0249,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,572.5937987346751,1.8109567288286597,63.47263823051335,0.18942658614170915,0.8431386189300594
cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,0.75,K0250,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,254.48889126521237,6.223345041592761,6.235138673884871,0.16574424241379537,0.9776604944827221
cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,0.75,K0250,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,583.5519934113203,1.802723580808588,22.675259608747936,0.17913938154862735,0.8600696856690235
cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,1.0,K0251,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,265.7854482339267,6.055978970389187,6.6286984051514075,0.14959310804282092,0.9838611338475054
cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,1.0,K0251,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,594.9539787131763,1.7918160528466793,14.307884215412907,0.15505779288745325,0.8748341271352822
cluster_logistic_soft,0.65,0.18,endpoint,0.5,K0252,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,171.4959331728138,8.408744470896657,34.87761705322054,0.26609707629686163,0.9209359976067406
cluster_logistic_soft,0.65,0.18,endpoint,0.5,K0252,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,330.79879066466486,2.1318256887371723,6.825845973569928,0.3072706090269595,0.7752424412014586
cluster_logistic_soft,0.65,0.18,endpoint,0.75,K0253,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,165.36084793874056,8.327002698205874,12.10251698941174,0.2873085107283349,0.9281785914697929
cluster_logistic_soft,0.65,0.18,endpoint,0.75,K0253,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,283.6197668861792,2.285908062680842,10.105538759786656,0.3479038654964729,0.7794232650971216
cluster_logistic_soft,0.65,0.18,endpoint,1.0,K0254,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,157.41875348358997,8.674955805743537,7.385878640722915,0.31366053996507737,0.9324286835503692
cluster_logistic_soft,0.65,0.18,endpoint,1.0,K0254,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,252.5044794985179,2.435541169652533,33.478699663139246,0.2873316454686102,0.7779576412703104
cluster_logistic_soft,0.65,0.18,chord,0.5,K0255,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,163.41927890799602,7.6969659438345674,9.517790336376578,0.2813885955929913,0.921149954930059
cluster_logistic_soft,0.65,0.18,chord,0.5,K0255,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,397.29794636434804,1.9204850608913953,5.8051634239707735,0.3973148544073006,0.7521892667635268
cluster_logistic_soft,0.65,0.18,chord,0.75,K0256,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,157.00493185808136,7.252151687044489,6.259004084428439,0.2979142982409905,0.9302740088613993
cluster_logistic_soft,0.65,0.18,chord,0.75,K0256,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,359.16817727964553,1.9374323031214946,6.164746868518939,0.41419876818974677,0.7540065578715875
cluster_logistic_soft,0.65,0.18,chord,1.0,K0257,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,151.03999615130797,6.84972083332828,5.420866599584829,0.3113642023634716,0.9373245594199832
cluster_logistic_soft,0.65,0.18,chord,1.0,K0257,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,327.6048196189118,1.9492951897181456,6.779578866904374,0.4335373785091434,0.7522574094297563
cluster_logistic_soft,0.65,0.18,radial_arc_0.5,0.5,K0258,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,181.66078655652166,8.145427343723124,30.921592150510204,0.24629415893842715,0.8982882747156077
cluster_logistic_soft,0.65,0.18,radial_arc_0.5,0.5,K0258,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,474.43688445497105,1.8928819249726287,5.776434074152815,0.3571620413529849,0.7437264311255496
cluster_logistic_soft,0.65,0.18,radial_arc_0.5,0.75,K0259,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,183.46002665975132,7.849649878925466,37.97624897293795,0.25301126158226656,0.8992062634740097
cluster_logistic_soft,0.65,0.18,radial_arc_0.5,0.75,K0259,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,461.11243258166144,1.9065608611621254,5.466379475655282,0.36916574553745,0.7487427467763769
cluster_logistic_soft,0.65,0.18,radial_arc_0.5,1.0,K0260,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,185.07337794092385,7.588039410514605,38.75385125445972,0.26044631965115234,0.8997533916898492
cluster_logistic_soft,0.65,0.18,radial_arc_0.5,1.0,K0260,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,448.4694650554094,1.9195044501860203,5.300459227386799,0.3875517189963615,0.7533189158389662
cluster_logistic_soft,0.65,0.18,transverse_arc_0.5,0.5,K0261,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,204.57829313336578,8.96183110662467,17.861691577463954,0.16048298315997545,0.9305317294245525
cluster_logistic_soft,0.65,0.18,transverse_arc_0.5,0.5,K0261,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,525.9237821075017,1.8566817931675978,4.888818013195247,0.21971293403109904,0.8011410169267652
cluster_logistic_soft,0.65,0.18,transverse_arc_0.5,0.75,K0262,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,220.95898446796448,9.234198135251692,18.33622963096678,0.13308261623099957,0.947965646284304
cluster_logistic_soft,0.65,0.18,transverse_arc_0.5,0.75,K0262,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,538.0400348250132,1.8507677735620758,9.587422610548153,0.16733545635366776,0.8301168974098011
cluster_logistic_soft,0.65,0.18,transverse_arc_0.5,1.0,K0263,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,210.88634133072512,9.726147757860925,5.641694091146468,0.2093951859816331,0.9645576467029099
cluster_logistic_soft,0.65,0.18,transverse_arc_0.5,1.0,K0263,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,550.8013338694773,1.8419260084833988,54.512775988817275,0.11170501601628804,0.8546786658299627
cluster_logistic_soft,0.65,0.23,endpoint,0.5,K0264,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,194.57370837226938,7.535404903826473,6.562999657308562,0.23315916843196066,0.9498875519280722
cluster_logistic_soft,0.65,0.23,endpoint,0.5,K0264,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,378.86172067303335,1.999274671514429,8.785824401620072,0.2502815281844937,0.8102428315569632
cluster_logistic_soft,0.65,0.23,endpoint,0.75,K0265,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,190.38301089564595,7.461140488720369,6.538420515853893,0.23378770923193223,0.9550686576627364
cluster_logistic_soft,0.65,0.23,endpoint,0.75,K0265,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,331.33029976379146,2.1087360549242393,5.423558850367762,0.23259706550724285,0.8202775314891465
cluster_logistic_soft,0.65,0.23,endpoint,1.0,K0266,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,184.26958019943783,7.499117957122196,6.276978695529067,0.24143833838606155,0.9584416668587008
cluster_logistic_soft,0.65,0.23,endpoint,1.0,K0266,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,294.4657934310135,2.234079620251176,4.4413012289555995,0.22339800144842542,0.8252520603677075
cluster_logistic_soft,0.65,0.23,chord,0.5,K0267,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,188.23704614161235,6.906699484309698,5.438236963165581,0.253045037478199,0.9482128138255824
cluster_logistic_soft,0.65,0.23,chord,0.5,K0267,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,434.1467761685481,1.879530305033545,21.5679560251133,0.29729361684902256,0.7884785111152017
cluster_logistic_soft,0.65,0.23,chord,0.75,K0268,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,183.099993393466,6.617523353709636,5.405174756879223,0.2570094062165671,0.9538023074823698
cluster_logistic_soft,0.65,0.23,chord,0.75,K0268,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,399.14811271573535,1.8965319990805576,11.92947984790296,0.2999138369362769,0.7949329639006179
cluster_logistic_soft,0.65,0.23,chord,1.0,K0269,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,178.09274990059018,6.334071938908127,5.472732199333352,0.2604697881699273,0.958215926392133
cluster_logistic_soft,0.65,0.23,chord,1.0,K0269,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,369.247994815709,1.9101361225767675,7.447844811858097,0.32202849578682213,0.798726337421833
cluster_logistic_soft,0.65,0.23,radial_arc_0.5,0.5,K0270,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,203.73529944187692,7.255882782287434,6.453491696499853,0.23339459454469985,0.9336335195011352
cluster_logistic_soft,0.65,0.23,radial_arc_0.5,0.5,K0270,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,502.61217693214127,1.8528782014580663,8.446505987225908,0.2836515413536401,0.7757789429570399
cluster_logistic_soft,0.65,0.23,radial_arc_0.5,0.75,K0271,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,205.99829449794504,7.126643119926233,6.77114902157494,0.2318072832943412,0.9338063579489041
cluster_logistic_soft,0.65,0.23,radial_arc_0.5,0.75,K0271,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,491.7824882097018,1.8633468438579024,13.592116887129539,0.28054610640430655,0.780891029927476
cluster_logistic_soft,0.65,0.23,radial_arc_0.5,1.0,K0272,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,208.1259030641062,6.996354495040301,7.135973913836304,0.23075132601308881,0.9337997582834691
cluster_logistic_soft,0.65,0.23,radial_arc_0.5,1.0,K0272,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,481.37669482479043,1.8738048384790496,23.814570391707374,0.28237430742184405,0.7857543543973083
cluster_logistic_soft,0.65,0.23,transverse_arc_0.5,0.5,K0273,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,222.42311713494246,7.485043983238487,5.796363013773873,0.1971566670632729,0.9565973909369214
cluster_logistic_soft,0.65,0.23,transverse_arc_0.5,0.5,K0273,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,544.2200255815367,1.8158096722798087,10.359450759056426,0.19963273283193,0.8229196129157543
cluster_logistic_soft,0.65,0.23,transverse_arc_0.5,0.75,K0274,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,236.41364013572516,7.480414147555141,5.713691897786507,0.17246405390688865,0.9677096185116671
cluster_logistic_soft,0.65,0.23,transverse_arc_0.5,0.75,K0274,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,554.0166151184874,1.8023261184398438,43.94827196489395,0.1725315447396552,0.8469919431955886
cluster_logistic_soft,0.65,0.23,transverse_arc_0.5,1.0,K0275,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,252.23631617595342,7.537387290350854,5.683467274107354,0.1440109127128132,0.9778545655739708
cluster_logistic_soft,0.65,0.23,transverse_arc_0.5,1.0,K0275,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,564.1796486220301,1.7811193617079364,37.91068547668776,0.1374758763348234,0.8673166936107284
cluster_logistic_soft,0.65,0.28,endpoint,0.5,K0276,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,221.21750051991287,6.675472502534005,5.742976870443881,0.19731224722546664,0.9667870242282101
cluster_logistic_soft,0.65,0.28,endpoint,0.5,K0276,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,429.4666617568277,1.9350674218222792,5.101945006487361,0.2002845628797264,0.8434916096722436
cluster_logistic_soft,0.65,0.28,endpoint,0.75,K0277,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,217.41767234039833,6.705761568820776,5.872866055257057,0.19150448320077584,0.9706762638785339
cluster_logistic_soft,0.65,0.28,endpoint,0.75,K0277,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,385.5871842240745,2.0185587638094127,4.40689827757999,0.19866422331676392,0.8545518964271793
cluster_logistic_soft,0.65,0.28,endpoint,1.0,K0278,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,212.43349912335387,6.765972378320983,5.99950250216277,0.189170188384388,0.9734526180752481
cluster_logistic_soft,0.65,0.28,endpoint,1.0,K0278,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,349.3251416689806,2.1230771660485277,4.207094614550124,0.1968189560216978,0.8616223331616757
cluster_logistic_soft,0.65,0.28,chord,0.5,K0279,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,216.98163033908153,6.203538503304378,5.7086841437982665,0.21496928992879985,0.964581294389238
cluster_logistic_soft,0.65,0.28,chord,0.5,K0279,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,474.92976524124185,1.8562918066091654,5.6163932265336625,0.24167267440720264,0.8253864322979787
cluster_logistic_soft,0.65,0.28,chord,0.75,K0280,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,212.55419556652888,6.040295717933886,5.760819710329319,0.21482614648618287,0.9682383866496801
cluster_logistic_soft,0.65,0.28,chord,0.75,K0280,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,443.7978723064336,1.871243690143352,4.591216094935383,0.23643664212186952,0.8327620839825527
cluster_logistic_soft,0.65,0.28,chord,1.0,K0281,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,208.12114874526665,5.869689478982906,5.841563766420047,0.21424819718812224,0.9712253546360896
cluster_logistic_soft,0.65,0.28,chord,1.0,K0281,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,416.39644959972134,1.8848323312522306,4.10442763040071,0.2331701857157445,0.8382377121672983
