z,D,f,sigma_8,f_sigma_8
5.196634438916576215e+01,1.882622318164143757e-02,9.938704024984322816e-01,1.954791382014688106e-02,1.942809297643404917e-02
5.208844442309881373e+01,1.878318918372775398e-02,9.938698919075877880e-01,1.950323014278702513e-02,1.938367323386054955e-02
5.221082592667941213e+01,1.874025357566559344e-02,9.938694564115257979e-01,1.945864862698766171e-02,1.933935653340710867e-02
5.233348954876207415e+01,1.869741612921067483e-02,9.938690966233264534e-01,1.941416903575491140e-02,1.929514264125829076e-02
5.245643593969715823e+01,1.865467661663668467e-02,9.938688131492742217e-01,1.936979113263273197e-02,1.925103132393903016e-02
5.257966575133414011e+01,1.861203481073425703e-02,9.938686066163393562e-01,1.932551468170183237e-02,1.920702234884660853e-02
5.270317963702525077e+01,1.856949048480931869e-02,9.938684776448556413e-01,1.928133944757797966e-02,1.916311548371802884e-02
5.282697825162880889e+01,1.852704341268227375e-02,9.938684268621407192e-01,1.923726519541113164e-02,1.911931049689307230e-02
5.295106225151273094e+01,1.848469336868660204e-02,9.938684548979203059e-01,1.919329169088399012e-02,1.907560715722396438e-02
5.307543229455806966e+01,1.844244012766783555e-02,9.938685623878842357e-01,1.914941870021094963e-02,1.903200523414232473e-02
5.320008904016236784e+01,1.840028346498230605e-02,9.938687499645355583e-01,1.910564599013677561e-02,1.898850449748217678e-02
5.332503314924328919e+01,1.835822315649593417e-02,9.938690182752941693e-01,1.906197332793535537e-02,1.894510471782495306e-02
5.345026528424209999e+01,1.831625897858266128e-02,9.938693679752076404e-01,1.901840048140807440e-02,1.890180566635642906e-02
5.357578610912706552e+01,1.827439070812372085e-02,9.938697997061551881e-01,1.897492721888306352e-02,1.885860711447018279e-02
5.370159628939714480e+01,1.823261812250652134e-02,9.938703141204584535e-01,1.893155330921401924e-02,1.881550883421674245e-02
5.382769649208535157e+01,1.819094099962314734e-02,9.938709118823815247e-01,1.888827852177867722e-02,1.877251059832857685e-02
5.395408738576242058e+01,1.814935911786935349e-02,9.938715936526379968e-01,1.884510262647773673e-02,1.872961217992494265e-02
5.408076964054033908e+01,1.810787225614319748e-02,9.938723601030912125e-01,1.880202539373346249e-02,1.868681335278812861e-02
5.420774392807572895e+01,1.806648019384408249e-02,9.938732118977783303e-01,1.875904659448867848e-02,1.864411389100454480e-02
5.433501092157364809e+01,1.802518271087158105e-02,9.938741497159729876e-01,1.871616600020555715e-02,1.860151356939730022e-02
5.446257129579105083e+01,1.798397958762423809e-02,9.938751742318863158e-01,1.867338338286437041e-02,1.855901216314313762e-02
5.459042572704031926e+01,1.794287060499819009e-02,9.938762861404694116e-01,1.863069851496205326e-02,1.851660944825324340e-02
5.471857489319297940e+01,1.790185554438619361e-02,9.938774861167584129e-01,1.858811116951120113e-02,1.847430520081263031e-02
5.484701947368306918e+01,1.786093418767658453e-02,9.938787748646676912e-01,1.854562112003898394e-02,1.843209919788865031e-02
5.497576014951100376e+01,1.782010631725164732e-02,9.938801530764272973e-01,1.850322814058545998e-02,1.838999121677313553e-02
5.510479760324701459e+01,1.777937171598690386e-02,9.938816214555835638e-01,1.846093200570282644e-02,1.834798103540920267e-02
5.523413251903487264e+01,1.773873016724982973e-02,9.938831807075578784e-01,1.841873249045409763e-02,1.830606843221415855e-02
5.536376558259544112e+01,1.769818145489869890e-02,9.938848315383178589e-01,1.837662937041190450e-02,1.826425318605394074e-02
5.549369748123024237e+01,1.765772536328152897e-02,9.938865746625207276e-01,1.833462242165738096e-02,1.822253507639170350e-02
5.562392890382530908e+01,1.761736167723471080e-02,9.938884108049262922e-01,1.829271142077877263e-02,1.818091388331093822e-02
5.575446054085468006e+01,1.757709018208195376e-02,9.938903406841498311e-01,1.825089614487031275e-02,1.813938938721619196e-02
5.588529308438409515e+01,1.753691066363325876e-02,9.938923650289345213e-01,1.820917637153117441e-02,1.809796136913011111e-02
5.601642722807474684e+01,1.749682290818370400e-02,9.938944845687023300e-01,1.816755187886420417e-02,1.805662961051889698e-02
5.614786366718669086e+01,1.745682670251235552e-02,9.938967000444154376e-01,1.812602244547478064e-02,1.801539389348838852e-02
5.627960309858289634e+01,1.741692183388084819e-02,9.938990121991582161e-01,1.808458785046935732e-02,1.797425400061039222e-02
5.641164622073272028e+01,1.737710809003262594e-02,9.939014217740462787e-01,1.804324787345467154e-02,1.793320971484813411e-02
5.654399373371564508e+01,1.733738525919159557e-02,9.939039295259021189e-01,1.800200229453632547e-02,1.789226081987396050e-02
5.667664633922507278e+01,1.729775313006113799e-02,9.939065362015150340e-01,1.796085089431779733e-02,1.785140709960328712e-02
5.680960474057179255e+01,1.725821149182303268e-02,9.939092425661194552e-01,1.791979345389927911e-02,1.781064833870633912e-02
5.694286964268807338e+01,1.721876013413595891e-02,9.939120493885714724e-01,1.787882975487617085e-02,1.776998432233834607e-02
5.707644175213116711e+01,1.717939884713472545e-02,9.939149574304850798e-01,1.783795957933822715e-02,1.772941483594466655e-02
5.721032177708708844e+01,1.714012742142905638e-02,9.939179674733780168e-01,1.779718270986833939e-02,1.768893966574468582e-02
5.734451042737446613e+01,1.710094564810244952e-02,9.939210802916006449e-01,1.775649892954133877e-02,1.764855859824637774e-02
5.747900841444806019e+01,1.706185331871117386e-02,9.939242966713215388e-01,1.771590802192293465e-02,1.760827142058357664e-02
5.761381645140284036e+01,1.702285022528304131e-02,9.939276173997317887e-01,1.767540977106846906e-02,1.756807792032202137e-02
5.774893525297762409e+01,1.698393616031628264e-02,9.939310432732075817e-01,1.763500396152173008e-02,1.752797788560244222e-02
5.788436553555889930e+01,1.694511091677844417e-02,9.939345750919190703e-01,1.759469037831381741e-02,1.748797110504322211e-02
5.802010801718441257e+01,1.690637428810548223e-02,9.939382136530552359e-01,1.755446880696218473e-02,1.744805736762027396e-02
5.815616341754736851e+01,1.686772606820033729e-02,9.939419597739375112e-01,1.751433903346918952e-02,1.740823646307153652e-02
5.829253245799994687e+01,1.682916605143214284e-02,9.939458142594825851e-01,1.747430084432123956e-02,1.736850818132403690e-02
5.842921586155727454e+01,1.679069403263502153e-02,9.939497779320610737e-01,1.743435402648756127e-02,1.732887231301624698e-02
5.856621435290104216e+01,1.675230980710686740e-02,9.939538516193490159e-01,1.739449836741893338e-02,1.728932864928252669e-02
5.870352865838366796e+01,1.671401317060825648e-02,9.939580361489384064e-01,1.735473365504654544e-02,1.724987698165795363e-02
5.884115950603194278e+01,1.667580391936165918e-02,9.939623323456122650e-01,1.731505967778119645e-02,1.721051710203086449e-02
5.897910762555090969e+01,1.663768185005024339e-02,9.939667410598506114e-01,1.727547622451203885e-02,1.717124880313516261e-02
5.911737374832780745e+01,1.659964675981625420e-02,9.939712631354166161e-01,1.723598308460490280e-02,1.713207187798540879e-02
5.925595860743576537e+01,1.656169844626077109e-02,9.939758994133289782e-01,1.719658004790204295e-02,1.709298611994674102e-02
5.939486293763795999e+01,1.652383670744208416e-02,9.939806507590774887e-01,1.715726690472044180e-02,1.705399132320120636e-02
5.953408747539132406e+01,1.648606134187482336e-02,9.939855180219679953e-01,1.711804344585093202e-02,1.701508728204669321e-02
5.967363295885049013e+01,1.644837214852877885e-02,9.939905020758267318e-01,1.707890946255693695e-02,1.697627379159455732e-02
5.981350012787178372e+01,1.641076892682796426e-02,9.939956037864856597e-01,1.703986474657353395e-02,1.693755064721041287e-02
5.995368972401691110e+01,1.637325147664939543e-02,9.940008240348768842e-01,1.700090909010614978e-02,1.689891764490754344e-02
6.009420249055717989e+01,1.633581959832195243e-02,9.940061637035229047e-01,1.696204228582940884e-02,1.686037458111422360e-02
6.023503917247731465e+01,1.629847309262557123e-02,9.940116236724646503e-01,1.692326412688628309e-02,1.682192125260420848e-02
6.037620051647937913e+01,1.626121176079017155e-02,9.940172048396243021e-01,1.688457440688696798e-02,1.678355745684044151e-02
6.051768727098681211e+01,1.622403540449442530e-02,9.940229080964687602e-01,1.684597291990762649e-02,1.674528299156094122e-02
6.065950018614820749e+01,1.618694382586475730e-02,9.940287343537844711e-01,1.680745946048932751e-02,1.670709765521274578e-02
6.080164001384155625e+01,1.614993682747431838e-02,9.940346845146003085e-01,1.676903382363700151e-02,1.666900124649366849e-02
6.094410750767811180e+01,1.611301421234198269e-02,9.940407594958980964e-01,1.673069580481837890e-02,1.663099356471649595e-02
6.108690342300631215e+01,1.607617578393098420e-02,9.940469602246281289e-01,1.669244519996259182e-02,1.659307440973899900e-02
6.123002851691593662e+01,1.603942134614816037e-02,9.940532876214341895e-01,1.665428180545937276e-02,1.655524358169072410e-02
6.137348354824191432e+01,1.600275070334299804e-02,9.940597426142268045e-01,1.661620541815808302e-02,1.651750088119934359e-02
6.151726927756855190e+01,1.596616366030628037e-02,9.940663261531728079e-01,1.657821583536629034e-02,1.647984610963692045e-02
6.166138646723349837e+01,1.592966002226914313e-02,9.940730391714116543e-01,1.654031285484879391e-02,1.644227906846550818e-02
6.180583588133173834e+01,1.589323959490241897e-02,9.940798826134910060e-01,1.650249627482694784e-02,1.640479955970954376e-02
6.195061828571974871e+01,1.585690218431509355e-02,9.940868574463226359e-01,1.646476589397706178e-02,1.636740738613304963e-02
6.209573444801930009e+01,1.582064759705346588e-02,9.940939646225939175e-01,1.642712151142950924e-02,1.633010235063405910e-02
6.224118513762191895e+01,1.578447564010000692e-02,9.941012051174136221e-01,1.638956292676756882e-02,1.629288425684732519e-02
6.238697112569265357e+01,1.574838612087251996e-02,9.941085798930791029e-01,1.635208994002653252e-02,1.625575290856368094e-02
6.253309318517436566e+01,1.571237884722310324e-02,9.941160899357071035e-01,1.631470235169263719e-02,1.621870811032957022e-02
6.267955209079157441e+01,1.567645362743701892e-02,9.941237362227574037e-01,1.627739996270188838e-02,1.618174966691337396e-02
6.282634861905484058e+01,1.564061027023165573e-02,9.941315197528891590e-01,1.624018257443898827e-02,1.614487738379142071e-02
6.297348354826478101e+01,1.560484858475560607e-02,9.941394415148083752e-01,1.620304998873636423e-02,1.610809106663889032e-02
6.312095765851611873e+01,1.556916838058753326e-02,9.941475025184954850e-01,1.616600200787300656e-02,1.607139052183593347e-02
6.326877173170196045e+01,1.553356946773525038e-02,9.941557037721856505e-01,1.612903843457350744e-02,1.603477555609205546e-02
6.341692655151770452e+01,1.549805165663450252e-02,9.941640462892146202e-01,1.609215907200679113e-02,1.599824597655596578e-02
6.356542290346553159e+01,1.546261475814842724e-02,9.941725310879806488e-01,1.605536372378555884e-02,1.596180159081403427e-02
6.371426157485828412e+01,1.542725858356595869e-02,9.941811592056293279e-01,1.601865219396464077e-02,1.592544220710756520e-02
6.386344335482378654e+01,1.539198294460119958e-02,9.941899316682111243e-01,1.598202428704031605e-02,1.588916763385230316e-02
6.401296903430906582e+01,1.535678765339235606e-02,9.941988495164811868e-01,1.594547980794923728e-02,1.585297768005141175e-02
6.416283940608425951e+01,1.532167252250077327e-02,9.942079137991544080e-01,1.590901856206741738e-02,1.581687215518506884e-02
6.431305526474720580e+01,1.528663736490969149e-02,9.942171255702717536e-01,1.587264035520893554e-02,1.578085086916652599e-02
6.446361740672745100e+01,1.525168199402337707e-02,9.942264858919283022e-01,1.583634499362502820e-02,1.574491363238404371e-02
6.461452663029054122e+01,1.521680622366626719e-02,9.942359958261562936e-01,1.580013228400322864e-02,1.570906025557095020e-02
6.476578373554204404e+01,1.518200986808181628e-02,9.942456564485444570e-01,1.576400203346612836e-02,1.567329055001972019e-02
6.491738952443211019e+01,1.514729274193155062e-02,9.942554688387810202e-01,1.572795404957043688e-02,1.563760432743046061e-02
6.506934480075956628e+01,1.511265466029401879e-02,9.942654340820581416e-01,1.569198814030585420e-02,1.560200139993170830e-02
6.522165037017614964e+01,1.507809543866407698e-02,9.942755532636436966e-01,1.565610411409435951e-02,1.556648157999437725e-02
6.537430704019088523e+01,1.504361489295161919e-02,9.942858274947247166e-01,1.562030177978887546e-02,1.553104468083470364e-02
6.552731562017412159e+01,1.500921283948048433e-02,9.942962578772193138e-01,1.558458094667214237e-02,1.549569051586072339e-02
6.568067692136219193e+01,1.497488909498775021e-02,9.943068455227497271e-01,1.554894142445597052e-02,1.546041889896882654e-02
6.583439175686142164e+01,1.494064347662274993e-02,9.943175915513283725e-01,1.551338302328023923e-02,1.542522964452127179e-02
6.598846094165259046e+01,1.490647580194589400e-02,9.943284970900754249e-01,1.547790555371165826e-02,1.539012256732424401e-02
6.614288529259523841e+01,1.487238588892787934e-02,9.943395632718743382e-01,1.544250882674295423e-02,1.535509748260565320e-02
6.629766562843175848e+01,1.483837355594870219e-02,9.943507912327030906e-01,1.540719265379184022e-02,1.532015420597260605e-02
6.645280276979217149e+01,1.480443862179658954e-02,9.943621821266043215e-01,1.537195684669991763e-02,1.528529255364052646e-02
6.660829753919813356e+01,1.477058090566702245e-02,9.943737371040383133e-01,1.533680121773163887e-02,1.525051234209757502e-02
6.676415076106745516e+01,1.473680022716185659e-02,9.943854573281778464e-01,1.530172557957342264e-02,1.521581338835439542e-02
6.692036326171844962e+01,1.470309640628820504e-02,9.943973439709088424e-01,1.526672974533247601e-02,1.518119550988028359e-02
6.707693586937412533e+01,1.466946926345770279e-02,9.944093982006333432e-01,1.523181352853603121e-02,1.514665852441578024e-02
6.723386941416693219e+01,1.463591861948549018e-02,9.944216212026572022e-01,1.519697674313030128e-02,1.511220225028271115e-02
6.739116472814288272e+01,1.460244429558911310e-02,9.944340141684113732e-01,1.516221920347932128e-02,1.507782650621731363e-02
6.754882264526609958e+01,1.456904611338764692e-02,9.944465782968373579e-01,1.512754072436405840e-02,1.504353111138989792e-02
6.770684400142320669e+01,1.453572389490073377e-02,9.944593147890080642e-01,1.509294112098139712e-02,1.500931588532200371e-02
6.786522963442757828e+01,1.450247746254780534e-02,9.944722248549212607e-01,1.505842020894333257e-02,1.497518064798818507e-02
6.802398038402415636e+01,1.446930663914676625e-02,9.944853097217413174e-01,1.502397780427561919e-02,1.494112521993760587e-02
6.818309709189360035e+01,1.443621124791330361e-02,9.944985706121053370e-01,1.498961372341702826e-02,1.490714942196583181e-02
6.834258060165691973e+01,1.440319111246003009e-02,9.945120087522876240e-01,1.495532778321848749e-02,1.487325307523751534e-02
6.850243175887966629e+01,1.437024605679543439e-02,9.945256253926003653e-01,1.492111980094196211e-02,1.483943600158971719e-02
6.866265141107685110e+01,1.433737590532275889e-02,9.945394217817083993e-01,1.488698959425931861e-02,1.480569802314497287e-02
6.882324040771709406e+01,1.430458048283913923e-02,9.945533991802195661e-01,1.485293698125140019e-02,1.477203896251316935e-02
6.898419960022729924e+01,1.427185961453474733e-02,9.945675588498689157e-01,1.481896178040716799e-02,1.473845864262906397e-02
6.914552984199711716e+01,1.423921312599198651e-02,9.945819020589655723e-01,1.478506381062284075e-02,1.470495688683244248e-02
6.930723198838332166e+01,1.420664084318441073e-02,9.945964300878876729e-01,1.475124289120078452e-02,1.467153351894763189e-02
6.946930689671465586e+01,1.417414259247583470e-02,9.946111442277660863e-01,1.471749884184858637e-02,1.463818836326184411e-02
6.963175542629615222e+01,1.414171820061926009e-02,9.946260457737761129e-01,1.468383148267794584e-02,1.460492124442444931e-02
6.979457843841373688e+01,1.410936749475611741e-02,9.946411360292221060e-01,1.465024063420387185e-02,1.457173198750601022e-02
