z,D,f,sigma_8,f_sigma_8
1.029795914672797430e+01,8.767345768107442927e-02,9.970522600448923356e-01,9.103436087675818855e-02,9.076601525391407577e-02
1.032400363235556995e+01,8.747240787564397602e-02,9.970538250207614528e-01,9.082560396188510410e-02,9.055801584001836602e-02
1.035010815672314699e+01,8.727181880137981074e-02,9.970553398701498260e-01,9.061732543999852230e-02,9.035048821470170743e-02
1.037627285823430867e+01,8.707168941319065603e-02,9.970568048637360459e-01,9.040952422594433768e-02,9.014343135397059892e-02
1.040249787561168482e+01,8.687201866825289276e-02,9.970582202838972341e-01,9.020219923692295028e-02,8.993684423685990859e-02
1.042878334789771699e+01,8.667280552600631349e-02,9.970595863947280257e-01,8.999534939248499121e-02,8.973072584272012708e-02
1.045512941445535482e+01,8.647404894815088894e-02,9.970609034705668616e-01,8.978897361452789494e-02,8.952507515379606873e-02
1.048153621496882337e+01,8.627574789864346505e-02,9.970621717691717789e-01,8.958307082729249915e-02,8.931989115281178948e-02
1.050800388944435682e+01,8.607790134369230906e-02,9.970633915650692902e-01,8.937763995735732714e-02,8.911517282596434497e-02
1.053453257821091960e+01,8.588050825175391756e-02,9.970645631131694886e-01,8.917267993363536815e-02,8.891091915966065073e-02
1.056112242192098805e+01,8.568356759352864505e-02,9.970656866860324596e-01,8.896818968736946998e-02,8.870712914385023296e-02
1.058777356155125737e+01,8.548707834195622135e-02,9.970667625372251486e-01,8.876416815212768985e-02,8.850380176875181915e-02
1.061448613840342148e+01,8.529103947221375326e-02,9.970677909202088074e-01,8.856061426380124058e-02,8.830093602654504048e-02
1.064126029410491192e+01,8.509544996171013176e-02,9.970687720964593881e-01,8.835752696059866185e-02,8.809853091208391662e-02
1.066809617060962090e+01,8.490030879008240994e-02,9.970697063132404336e-01,8.815490518304207324e-02,8.789658542092732008e-02
1.069499391019870949e+01,8.470561493919123719e-02,9.970705938333984664e-01,8.795274787396244187e-02,8.769509855197091253e-02
1.072195365548130219e+01,8.451136739311726487e-02,9.970714349031116752e-01,8.775105397849583544e-02,8.749406930459924236e-02
1.074897554939529520e+01,8.431756513815696907e-02,9.970722297733478623e-01,8.754982244407907843e-02,8.729349668057861944e-02
1.077605973520807225e+01,8.412420716281868160e-02,9.970729786904348746e-01,8.734905222044564432e-02,8.709337968322608536e-02
1.080320635651729155e+01,8.393129245781938419e-02,9.970736818979483163e-01,8.714874225962235266e-02,8.689371731757698780e-02
1.083041555725164606e+01,8.373882001608051739e-02,9.970743396377402812e-01,8.694889151592494203e-02,8.669450859047438118e-02
1.085768748167159714e+01,8.354678883272294299e-02,9.970749521557044082e-01,8.674949894595289368e-02,8.649575251106730867e-02
1.088502227437018455e+01,8.335519790506329407e-02,9.970755196955226607e-01,8.655056350858567060e-02,8.629744809026339281e-02
1.091242008027374588e+01,8.316404623260982565e-02,9.970760424920013243e-01,8.635208416497833217e-02,8.609959434015281021e-02
1.093988104464273192e+01,8.297333281705944474e-02,9.970765207856977508e-01,8.615405987855852266e-02,8.590219027527580542e-02
1.096740531307243316e+01,8.278305666229303361e-02,9.970769548035690599e-01,8.595648961502155849e-02,8.570523491095030644e-02
1.099499303149378449e+01,8.259321677437139742e-02,9.970773447893928054e-01,8.575937234232622330e-02,8.550872726589152373e-02
1.102264434617412725e+01,8.240381216153082333e-02,9.970776909730243442e-01,8.556270703069025763e-02,8.531266635956200051e-02
1.105035940371797132e+01,8.221484183418024949e-02,9.970779935770320845e-01,8.536649265258727803e-02,8.511705121275017771e-02
1.107813835106780154e+01,8.202630480489617182e-02,9.970782528458317362e-01,8.517072818274151746e-02,8.492188085005515641e-02
1.110598133550482203e+01,8.183820008841818927e-02,9.970784689960403568e-01,8.497541259812334269e-02,8.472715429564366130e-02
1.113388850464976798e+01,8.165052670164728299e-02,9.970786422541739746e-01,8.478054487794724203e-02,8.453287057647269898e-02
1.116186000646367837e+01,8.146328366363948803e-02,9.970787728466520283e-01,8.458612400366545547e-02,8.433902872142949592e-02
1.118989598924865980e+01,8.127646999560307617e-02,9.970788609981899864e-01,8.439214895896490765e-02,8.414562776119431653e-02
1.121799660164871604e+01,8.109008472089342112e-02,9.970789069294572204e-01,8.419861872976197592e-02,8.395266672804119201e-02
1.124616199265048344e+01,8.090412686501040340e-02,9.970789108584779958e-01,8.400553230419971484e-02,8.376014465595814362e-02
1.127439231158407296e+01,8.071859545559420535e-02,9.970788730000883504e-01,8.381288867264355402e-02,8.356806058060130271e-02
1.130268770812381263e+01,8.053348952242063430e-02,9.970787935767045918e-01,8.362068682767639927e-02,8.337641354019502404e-02
1.133104833228908603e+01,8.034880809739712582e-02,9.970786728003984134e-01,8.342892576409451089e-02,8.318520257402632623e-02
1.135947433444510324e+01,8.016455021455878849e-02,9.970785108878489345e-01,8.323760447890339587e-02,8.299442672369673757e-02
1.138796586530368593e+01,7.998071491006497613e-02,9.970783080505998264e-01,8.304672197131419964e-02,8.280408503230653194e-02
1.141652307592410942e+01,7.979730122219409749e-02,9.970780645010860477e-01,8.285627724273839090e-02,8.261417654495498142e-02
1.144514611771384871e+01,7.961430819134085457e-02,9.970777804464795446e-01,8.266626929678484725e-02,8.242470030822919569e-02
1.147383514242942937e+01,7.943173486001206540e-02,9.970774560966415567e-01,8.247669713925553925e-02,8.223565537086206800e-02
1.150259030217720024e+01,7.924958027282176520e-02,9.970770916562911035e-01,8.228755977814039557e-02,8.204704078308142079e-02
1.153141174941415592e+01,7.906784347648898592e-02,9.970766873268213093e-01,8.209885622361506874e-02,8.185885559676310541e-02
1.156029963694874674e+01,7.888652351983194144e-02,9.970762433195266006e-01,8.191058548803487049e-02,8.167109886651274797e-02
1.158925411794166749e+01,7.870561945376428059e-02,9.970757598343554795e-01,8.172274658593084440e-02,8.148376964791748112e-02
1.161827534590670652e+01,7.852513033129195075e-02,9.970752370707186563e-01,8.153533853400657394e-02,8.129686699843591269e-02
1.164736347471151134e+01,7.834505520750943697e-02,9.970746752239132427e-01,8.134836035113419961e-02,8.111038997710499909e-02
1.167651865857845017e+01,7.816539313959419699e-02,9.970740745002559802e-01,8.116181105834874288e-02,8.092433764576771604e-02
1.170574105208541482e+01,7.798614318680356650e-02,9.970734350953059932e-01,8.097568967884477553e-02,8.073870906729727071e-02
1.173503081016661120e+01,7.780730441047113699e-02,9.970727572012454409e-01,8.078999523797275595e-02,8.055350330620097976e-02
1.176438808811343684e+01,7.762887587400249534e-02,9.970720410116059584e-01,8.060472676323454655e-02,8.036871942900108978e-02
1.179381304157524291e+01,7.745085664287150451e-02,9.970712867196892537e-01,8.041988328427956967e-02,8.018435650410385418e-02
1.182330582656021534e+01,7.727324578461573779e-02,9.970704945186300572e-01,8.023546383290007522e-02,8.000041360180133732e-02
1.185286659943615106e+01,7.709604236883267625e-02,9.970696645976537820e-01,8.005146744302721329e-02,7.981688979396914241e-02
1.188249551693133554e+01,7.691924546717507361e-02,9.970687971528890969e-01,7.986789315072613527e-02,7.963378415492997076e-02
1.191219273613534035e+01,7.674285415334845817e-02,9.970678923630224011e-01,7.968473999419352360e-02,7.945109575950597136e-02
1.194195841449985451e+01,7.656686750310615075e-02,9.970669504169025199e-01,7.950200701375230439e-02,7.926882368522521205e-02
1.197179270983955846e+01,7.639128459424626705e-02,9.970659714994071221e-01,7.931969325184859421e-02,7.908696701118939076e-02
1.200169578033290030e+01,7.621610450660634695e-02,9.970649557956511311e-01,7.913779775304614905e-02,7.890552481840613919e-02
1.203166778452299290e+01,7.604132632206021813e-02,9.970639034884147822e-01,7.895631956402301976e-02,7.872449618958347883e-02
1.206170888131841323e+01,7.586694912451422135e-02,9.970628147569049471e-01,7.877525773356773564e-02,7.854388020903169121e-02
1.209181922999406567e+01,7.569297199990346336e-02,9.970616897762411002e-01,7.859461131257530764e-02,7.836367596262321100e-02
1.212199899019203109e+01,7.551939403618670998e-02,9.970605287346560042e-01,7.841437935404205195e-02,7.818388253914106134e-02
1.215224832192237869e+01,7.534621432334320801e-02,9.970593318030972485e-01,7.823456091306213445e-02,7.800449902788644807e-02
1.218256738556407015e+01,7.517343195336867456e-02,9.970580991613153810e-01,7.805515504682357386e-02,7.782552452072766247e-02
1.221295634186575008e+01,7.500104602027102274e-02,9.970568309882736902e-01,7.787616081460366213e-02,7.764695811134190995e-02
1.224341535194664132e+01,7.482905562006694766e-02,9.970555274471800677e-01,7.769757727776552270e-02,7.746879889405053343e-02
1.227394457729739408e+01,7.465745985077731905e-02,9.970541887246350266e-01,7.751940349975322553e-02,7.729104596686409145e-02
1.230454417978090653e+01,7.448625781242371180e-02,9.970528149834623211e-01,7.734163854608833155e-02,7.711369842781082284e-02
1.233521432163323794e+01,7.431544860702464506e-02,9.970514063959697859e-01,7.716428148436577095e-02,7.693675537752138471e-02
1.236595516546441864e+01,7.414503133859146056e-02,9.970499631303176846e-01,7.698733138424983247e-02,7.676021591816784007e-02
1.239676687425935064e+01,7.397500511312382621e-02,9.970484853608208020e-01,7.681078731746922295e-02,7.658407915425483048e-02
1.242764961137863544e+01,7.380536903860628051e-02,9.970469732508145944e-01,7.663464835781369500e-02,7.640834419129866051e-02
1.245860354055947639e+01,7.363612222500487414e-02,9.970454269633414190e-01,7.645891358113045266e-02,7.623301013665143011e-02
1.248962882591653489e+01,7.346726378426239601e-02,9.970438466694657720e-01,7.628358206531919705e-02,7.605807610013172460e-02
1.252072563194276889e+01,7.329879283029427928e-02,9.970422325284847842e-01,7.610865289032789360e-02,7.588354119250803609e-02
1.255189412351035294e+01,7.313070847898606175e-02,9.970405847056393878e-01,7.593412513815014919e-02,7.570940452685241684e-02
1.258313446587153805e+01,7.296300984818793189e-02,9.970389033616769980e-01,7.575999789281954999e-02,7.553566521773975861e-02
1.261444682465950073e+01,7.279569605771182839e-02,9.970371886558759833e-01,7.558627024040659448e-02,7.536232238147828888e-02
1.264583136588924184e+01,7.262876622932713799e-02,9.970354407476318404e-01,7.541294126901428030e-02,7.518937513622692137e-02
1.267728825595848541e+01,7.246221948675682367e-02,9.970336597996449779e-01,7.524001006877410747e-02,7.501682260223198340e-02
1.270881766164853488e+01,7.229605495567334450e-02,9.970318459619972318e-01,7.506747573184174849e-02,7.484466390062560759e-02
1.274041975012514705e+01,7.213027176369554705e-02,9.970299993939618632e-01,7.489533735239392587e-02,7.467289815506789052e-02
1.277209468893946642e+01,7.196486904038312815e-02,9.970281202604497350e-01,7.472359402662258343e-02,7.450152449146849043e-02
1.280384264602884414e+01,7.179984591723398424e-02,9.970262087021476427e-01,7.455224485273215240e-02,7.433054203575373275e-02
1.283566378971780431e+01,7.163520152768111660e-02,9.970242648799269025e-01,7.438128893093640115e-02,7.415994991718831419e-02
1.286755828871888241e+01,7.147093500708692759e-02,9.970222889418578482e-01,7.421072536345239834e-02,7.398974726590488993e-02
1.289952631213353307e+01,7.130704549274050064e-02,9.970202810407580163e-01,7.404055325449782066e-02,7.381993321421262411e-02
1.293156802945302886e+01,7.114353212385353398e-02,9.970182413248969144e-01,7.387077171028659517e-02,7.365050689590288413e-02
1.296368361055937335e+01,7.098039404155598309e-02,9.970161699507587016e-01,7.370137983902447232e-02,7.348146744719023793e-02
1.299587322572617332e+01,7.081763038889252182e-02,9.970140670608155231e-01,7.353237675090533443e-02,7.331281400506828305e-02
1.302813704561957842e+01,7.065524031081862888e-02,9.970119328051941787e-01,7.336376155810707400e-02,7.314454570890774332e-02
1.306047524129913917e+01,7.049322295419749307e-02,9.970097673247032555e-01,7.319553337478848509e-02,7.297666169920541401e-02
1.309288798421874667e+01,7.033157746779497566e-02,9.970075707728364156e-01,7.302769131708390649e-02,7.280916111919438771e-02
1.312537544622753849e+01,7.017030300227608541e-02,9.970053432862820975e-01,7.286023450309968286e-02,7.264204311268190883e-02
1.315793779957080645e+01,7.000939871020239735e-02,9.970030850107083342e-01,7.269316205291141697e-02,7.247530682593604501e-02
1.319057521689091672e+01,6.984886374602589099e-02,9.970007960944312631e-01,7.252647308855753039e-02,7.230895140721320391e-02
1.322328787122819804e+01,6.968869726608682702e-02,9.969984766714911073e-01,7.236016673403719568e-02,7.214297600553018497e-02
1.325607593602187961e+01,6.952889842860979219e-02,9.969961268852349789e-01,7.219424211530608981e-02,7.197737977237508855e-02
1.328893958511102191e+01,6.936946639369875878e-02,9.969937468777368972e-01,7.202869836027131489e-02,7.181216186093319909e-02
1.332187899273543330e+01,6.921040032333468373e-02,9.969913367871579002e-01,7.186353459878895567e-02,7.164732142589677610e-02
1.335489433353655642e+01,6.905169938137066532e-02,9.969888967474018759e-01,7.169874996265895861e-02,7.148285762343917216e-02
1.338798578255845229e+01,6.889336273352872353e-02,9.969864269030904724e-01,7.153434358562187068e-02,7.131876961228715561e-02
1.342115351524868316e+01,6.873538954739508156e-02,9.969839273852983963e-01,7.137031460335389876e-02,7.115505655197608414e-02
1.345439770745926999e+01,6.857777899241748742e-02,9.969813983346651476e-01,7.120666215346410644e-02,7.099171760450471991e-02
1.348771853544761257e+01,6.842053023990135596e-02,9.969788398725152323e-01,7.104338537549047261e-02,7.082875193227250454e-02
1.352111617587742209e+01,6.826364246300534178e-02,9.969762521500267205e-01,7.088048341089524251e-02,7.066615870157648416e-02
1.355459080581965736e+01,6.810711483673696776e-02,9.969736352906546362e-01,7.071795540306040351e-02,7.050393707851151937e-02
1.358814260275348218e+01,6.795094653795055728e-02,9.969709894249444426e-01,7.055580049728553405e-02,7.034208623144774797e-02
1.362177174456717488e+01,6.779513674534269618e-02,9.969683146847400090e-01,7.039401784078311297e-02,7.018060533061305784e-02
1.365547840955911063e+01,6.763968463944790288e-02,9.969656112001049619e-01,7.023260658267399537e-02,7.001949354787209701e-02
1.368926277643866740e+01,6.748458940263576955e-02,9.969628790995889167e-01,7.007156587398447045e-02,6.985875005674406502e-02
1.372312502432718695e+01,6.732985021910545265e-02,9.969601185223547768e-01,6.991089486764050231e-02,6.969837403324675995e-02
1.375706533275894117e+01,6.717546627488328592e-02,9.969573295862728113e-01,6.975059271846527353e-02,6.953836465366086683e-02
1.379108388168206645e+01,6.702143675781911669e-02,9.969545124259333591e-01,6.959065858317545206e-02,6.937872109718927482e-02
1.382518085145953357e+01,6.686776085758204535e-02,9.969516671598336321e-01,6.943109162037661153e-02,6.921944254366162175e-02
1.385935642287006964e+01,6.671443776565781636e-02,9.969487939112358088e-01,6.927189099056063615e-02,6.906052817499003238e-02
1.389361077710914927e+01,6.656146667534348915e-02,9.969458928147674204e-01,6.911305585610019731e-02,6.890197717561670487e-02
1.392794409578995563e+01,6.640884678174414912e-02,9.969429639900273532e-01,6.895458538124525638e-02,6.874378873068205664e-02
1.396235656094433253e+01,6.625657728176899408e-02,9.969400075607102174e-01,6.879647873211905407e-02,6.858596202734901226e-02
1.399684835502373126e+01,6.610465737412869747e-02,9.969370236474718316e-01,6.863873507671540419e-02,6.842849625430798277e-02
1.403141966090022308e+01,6.595308625933116176e-02,9.969340123683319010e-01,6.848135358489418345e-02,6.827139060180301144e-02
1.406607066186741584e+01,6.580186313967714695e-02,9.969309738528030485e-01,6.832433342837690438e-02,6.811464426259541960e-02
1.410080154164147892e+01,6.565098721925660685e-02,9.969279082167422645e-01,6.816767378074285733e-02,6.795825643023724327e-02
1.413561248436207940e+01,6.550045770394594125e-02,9.969248155777370446e-01,6.801137381742621002e-02,6.780222630012615326e-02
1.417050367459336790e+01,6.535027380140338849e-02,9.969216960585380871e-01,6.785543271571135848e-02,6.764655306973298143e-02
1.420547529732495562e+01,6.520043472106552829e-02,9.969185497746910762e-01,6.769984965472911065e-02,6.749123593775716023e-02
1.424052753797290727e+01,6.505093967414363187e-02,9.969153768468973498e-01,6.754462381545309202e-02,6.733627410496433041e-02
1.427566058238071811e+01,6.490178787362015089e-02,9.969121773861007174e-01,6.738975438069592927e-02,6.718166677317409519e-02
1.431087461682029804e+01,6.475297853424530348e-02,9.969089515083853215e-01,6.723524053510586407e-02,6.702741314626647906e-02
1.434616982799294505e+01,6.460451087253257785e-02,9.969056993320786209e-01,6.708108146516190973e-02,6.687351242997936762e-02
1.438154640303034526e+01,6.445638410675562369e-02,9.969024209709753670e-01,6.692727635917077034e-02,6.671996383145087361e-02
1.441700452949558908e+01,6.430859745694351981e-02,9.968991165425374890e-01,6.677382440726190027e-02,6.656676655976591361e-02
1.445254439538413038e+01,6.416115014487906720e-02,9.968957861487893757e-01,6.662072480138561681e-02,6.641391982467946542e-02
1.448816618912480969e+01,6.401404139409348770e-02,9.968924299166492808e-01,6.646797673530774331e-02,6.626142283930425148e-02
1.452387009958082054e+01,6.386727042986305170e-02,9.968890479497524160e-01,6.631557940460605649e-02,6.610927481689393703e-02
1.455965631605074151e+01,6.372083647920601113e-02,9.968856403591837001e-01,6.616353200666706680e-02,6.595747497289164429e-02
1.459552502826952924e+01,6.357473877087858882e-02,9.968822072594119010e-01,6.601183374068185505e-02,6.580602252465224400e-02
1.463147642640953805e+01,6.342897653537131475e-02,9.968787487532168035e-01,6.586048380764235322e-02,6.565491669044400125e-02
1.466751070108148802e+01,6.328354900490547330e-02,9.968752649564478485e-01,6.570948141033755574e-02,6.550415669108103356e-02
1.470362804333552376e+01,6.313845541342914813e-02,9.968717559770565728e-01,6.555882575334945339e-02,6.535374174853535167e-02
1.473982864466218956e+01,6.299369499661409966e-02,9.968682219189007876e-01,6.540851604304979972e-02,6.520367108618894958e-02
1.477611269699347929e+01,6.284926699185161558e-02,9.968646628970996293e-01,6.525855148759579505e-02,6.505394392983519791e-02
1.481248039270382755e+01,6.270517063824909698e-02,9.968610790120320253e-01,6.510893129692651993e-02,6.490455950597442958e-02
1.484893192461113642e+01,6.256140517662640843e-02,9.968574703758892319e-01,6.495965468275920196e-02,6.475551704354662319e-02
1.488546748597778624e+01,6.241796984951237387e-02,9.968538370894342027e-01,6.481072085858546883e-02,6.460681577241315920e-02
1.492208727051169426e+01,6.227486390114208431e-02,9.968501792507205028e-01,6.466212903966872538e-02,6.445845492392698883e-02
1.495879147236731832e+01,6.213208657745202673e-02,9.968464969725132629e-01,6.451387844303890784e-02,6.431043373205387603e-02
1.499558028614668537e+01,6.198963712607626075e-02,9.968427903629341058e-01,6.436596828748862575e-02,6.416275143211229437e-02
1.503245390690041461e+01,6.184751479634324756e-02,9.968390595194551729e-01,6.421839779356988687e-02,6.401540726038845719e-02
1.506941253012877269e+01,6.170571883927334494e-02,9.968353045389256595e-01,6.407116618359137705e-02,6.386840045478442418e-02
1.510645635178270041e+01,6.156424850757395706e-02,9.968315255340168823e-01,6.392427268161357534e-02,6.372173025586534700e-02
1.514358556826485369e+01,6.142310305563582207e-02,9.968277226030345384e-01,6.377771651344475712e-02,6.357539590491909087e-02
1.518080037643065339e+01,6.128228173953020885e-02,9.968238958428825569e-01,6.363149690663819080e-02,6.342939664478941530e-02
1.521810097358929781e+01,6.114178381700562798e-02,9.968200453588660359e-01,6.348561309048868229e-02,6.328373172049635287e-02
1.525548755750483565e+01,6.100160854748322425e-02,9.968161712439670419e-01,6.334006429602777322e-02,6.313840037791310089e-02
1.529296032639721759e+01,6.086175519205429957e-02,9.968122735997417827e-01,6.319484975602121524e-02,6.299340186509359840e-02
1.533051947894334077e+01,6.072222301347559442e-02,9.968083525330546646e-01,6.304996870496400174e-02,6.284873543205582447e-02
1.536816521427808269e+01,6.058301127616608911e-02,9.968044081338980344e-01,6.290542037907712047e-02,6.270440032938001673e-02
1.540589773199539181e+01,6.044411924620447796e-02,9.968004405039770921e-01,6.276120401630487511e-02,6.256039581001267280e-02
1.544371723214931436e+01,6.030554619132403454e-02,9.967964497411494484e-01,6.261731885630959782e-02,6.241672112827893748e-02
1.548162391525507431e+01,6.016729138091050227e-02,9.967924359400024414e-01,6.247376414046940107e-02,6.227337553991967034e-02
1.551961798229014633e+01,6.002935408599776451e-02,9.967883991990708070e-01,6.233053911187376450e-02,6.213035830253971908e-02
1.555769963469528250e+01,5.989173357926468738e-02,9.967843396109220544e-01,6.218764301532018340e-02,6.198766867498569505e-02
1.559586907437560299e+01,5.975442913503190012e-02,9.967802572677993966e-01,6.204507509731084502e-02,6.184530591769743513e-02
1.563412650370169032e+01,5.961744002925782604e-02,9.967761522702615062e-01,6.190283460604854154e-02,6.170326929323945164e-02
1.567247212551061963e+01,5.948076553953467183e-02,9.967720247145924750e-01,6.176092079143244429e-02,6.156155806551368709e-02
1.571090614310707423e+01,5.934440494508556874e-02,9.967678746920562993e-01,6.161933290505518246e-02,6.142017149971414763e-02
1.574942876026437233e+01,5.920835752676130437e-02,9.967637022917339440e-01,6.147807020019946389e-02,6.127910886250193673e-02
1.578804018122560038e+01,5.907262256703683240e-02,9.967595076125859155e-01,6.133713193183437662e-02,6.113836942274345626e-02
1.582674061070466820e+01,5.893719935000733129e-02,9.967552907413064212e-01,6.119651735661139208e-02,6.099795245014458939e-02
1.586553025388740323e+01,5.880208716138494995e-02,9.967510517745264975e-01,6.105622573286089566e-02,6.085785721661200742e-02
1.590440931643263767e+01,5.866728528849524810e-02,9.967467908012365152e-01,6.091625632058855072e-02,6.071808299517218038e-02
1.594337800447328490e+01,5.853279302027415004e-02,9.967425079120720843e-01,6.077660838147212058e-02,6.057862906053838176e-02
1.598243652461744091e+01,5.839860964726364262e-02,9.967382032023247573e-01,6.063728117885700680e-02,6.043949468928807439e-02
1.602158508394949976e+01,5.826473446160887470e-02,9.967338767618976192e-01,6.049827397775319610e-02,6.030067915924937350e-02
1.606082389003123367e+01,5.813116675705476410e-02,9.967295286753050654e-01,6.035958604483180473e-02,6.016218174950172665e-02
1.610015315090286947e+01,5.799790582894316648e-02,9.967251590325202359e-01,6.022121664842209482e-02,6.002400174103036945e-02
1.613957307508425387e+01,5.786495097420822631e-02,9.967207679229993511e-01,6.008316505850663791e-02,5.988613841635905682e-02
1.617908387157587669e+01,5.773230149137396211e-02,9.967163554373371648e-01,5.994543054671885862e-02,5.974859105964764466e-02
1.621868574986006095e+01,5.759995668054975620e-02,9.967119216595453635e-01,5.980801238633828842e-02,5.961135895622513003e-02
1.625837891990203232e+01,5.746791584342818282e-02,9.967074666838173780e-01,5.967090985228835909e-02,5.947444139359277238e-02
1.629816359215101684e+01,5.733617828328018556e-02,9.967029905967548231e-01,5.953412222113137198e-02,5.933783766035435198e-02
1.633803997754137782e+01,5.720474330495270432e-02,9.966984934825481313e-01,5.939764877106604862e-02,5.920154704652706018e-02
1.637800828749374915e+01,5.707361021486549030e-02,9.966939754268355767e-01,5.926148878192419311e-02,5.906556884376884531e-02
1.641806873391613308e+01,5.694277832100656106e-02,9.966894365235887676e-01,5.912564153516600834e-02,5.892990234578030645e-02
1.645822152920503711e+01,5.681224693293025069e-02,9.966848768442245765e-01,5.899010631387807679e-02,5.879454684647528878e-02
1.649846688624657176e+01,5.668201536175329625e-02,9.966802964851900759e-01,5.885488240276923882e-02,5.865950164279304380e-02
1.653880501841760875e+01,5.655208292015075772e-02,9.966756955278236463e-01,5.871996908816641547e-02,5.852476603232056873e-02
1.657923613958692144e+01,5.642244892235328407e-02,9.966710740546347314e-01,5.858536565801175655e-02,5.839033931425408747e-02
1.661976046411628261e+01,5.629311268414396996e-02,9.966664321552856087e-01,5.845107140185935857e-02,5.825622078974501683e-02
1.666037820686164039e+01,5.616407352285392868e-02,9.966617699134303621e-01,5.831708561087067116e-02,5.812240976112340723e-02
1.670108958317421255e+01,5.603533075736003705e-02,9.966570874126183810e-01,5.818340757781217953e-02,5.798890553224355510e-02
1.674189480890165527e+01,5.590688370808104962e-02,9.966523847341908215e-01,5.805003659705135211e-02,5.785570740835828396e-02
1.678279410038922137e+01,5.577873169697505212e-02,9.966476619576351004e-01,5.791697196455397600e-02,5.772281469613862320e-02
1.682378767448088297e+01,5.565087404753518707e-02,9.966429191722596670e-01,5.778421297787977862e-02,5.759022670434567337e-02
1.686487574852050031e+01,5.552331008478655211e-02,9.966381564585883313e-01,5.765175893617913161e-02,5.745794274274851343e-02
1.690605854035294087e+01,5.539603913528294565e-02,9.966333738951093091e-01,5.751960914018974802e-02,5.732596212251527684e-02
1.694733626832526241e+01,5.526906052710402889e-02,9.966285715678563362e-01,5.738776289223364302e-02,5.719428415676165028e-02
1.698870915128787118e+01,5.514237358985096815e-02,9.966237495560147375e-01,5.725621949621270690e-02,5.706290815971769986e-02
1.703017740859568363e+01,5.501597765464442263e-02,9.966189079368792392e-01,5.712497825760655401e-02,5.693183344701381599e-02
1.707174126010927040e+01,5.488987205412020065e-02,9.966140468011877029e-01,5.699403848346804025e-02,5.680105933655171108e-02
1.711340092619602515e+01,5.476405612242623427e-02,9.966091662185480038e-01,5.686339948242009890e-02,5.667058514652691115e-02
1.715515662773135119e+01,5.463852919521982460e-02,9.966042662750784764e-01,5.673306056465291652e-02,5.654041019757551079e-02
1.719700858609982674e+01,5.451329060966339513e-02,9.965993470495897455e-01,5.660302104191945738e-02,5.641053381141111767e-02
1.723895702319637380e+01,5.438833970442195909e-02,9.965944086234904686e-01,5.647328022753292376e-02,5.628095531138683355e-02
1.728100216142742696e+01,5.426367581965987896e-02,9.965894510687708374e-01,5.634383743636330044e-02,5.615167402181336226e-02
1.732314422371211293e+01,5.413929829703707092e-02,9.965844744768165286e-01,5.621469198483348972e-02,5.602268926958139245e-02
1.736538343348345848e+01,5.401520647970586148e-02,9.965794789166229073e-01,5.608584319091600850e-02,5.589400038180249858e-02
1.740772001468954855e+01,5.389139971230839238e-02,9.965744644687798415e-01,5.595729037413027518e-02,5.576560668772288787e-02
1.745015419179473071e+01,5.376787734097226990e-02,9.965694312168618119e-01,5.582903285553816874e-02,5.563750751823116208e-02
1.749268618978078038e+01,5.364463871330829581e-02,9.965643792346456920e-01,5.570106995774155856e-02,5.550970220514228615e-02
1.753531623414810880e+01,5.352168317840677592e-02,9.965593085989177258e-01,5.557340100487857815e-02,5.538219008191219705e-02
1.757804455091697449e+01,5.339901008683461958e-02,9.965542193889878053e-01,5.544602532262054434e-02,5.525497048360616947e-02
1.762087136662866271e+01,5.327661879063132905e-02,9.965491116859686027e-01,5.531894223816783557e-02,5.512804274685356720e-02
1.766379690834668992e+01,5.315450864330673736e-02,9.965439855587197027e-01,5.519215108024752570e-02,5.500140620906886907e-02
1.770682140365800450e+01,5.303267899983776790e-02,9.965388410875409830e-01,5.506565117910999785e-02,5.487506020976105903e-02
1.774994508067418053e+01,5.291112921666414615e-02,9.965336783537829257e-01,5.493944186652453127e-02,5.474900408995151541e-02
1.779316816803267542e+01,5.278985865168620700e-02,9.965284974265532503e-01,5.481352247577701148e-02,5.462323719144267231e-02
1.783649089489800232e+01,5.266886666426191799e-02,9.965232983804990230e-01,5.468789234166680086e-02,5.449775885779543222e-02
1.787991349096293447e+01,5.254815261520291020e-02,9.965180812984784087e-01,5.456255080050268630e-02,5.437256843446769405e-02
1.792343618644975223e+01,5.242771586677064111e-02,9.965128462605089554e-01,5.443749719009885468e-02,5.424766526820386930e-02
1.796705921211145807e+01,5.230755578267481942e-02,9.965075933309617273e-01,5.431273084977322751e-02,5.412304870633979914e-02
1.801078279923299164e+01,5.218767172806983157e-02,9.965023225902071013e-01,5.418825112034383884e-02,5.399871809852403032e-02
1.805460717963246609e+01,5.206806306955102936e-02,9.964970341127837861e-01,5.406405734412488701e-02,5.387467279552391602e-02
1.809853258566237955e+01,5.194872917515166999e-02,9.964917279755408641e-01,5.394014886492359828e-02,5.375091214966562503e-02
1.814255925021085503e+01,5.182966941434023755e-02,9.964864042503207564e-01,5.381652502803746518e-02,5.362743551443644591e-02
1.818668740670288742e+01,5.171088315801664753e-02,9.964810630146881953e-01,5.369318518025027048e-02,5.350424224506029197e-02
1.823091728910157272e+01,5.159236977850946426e-02,9.964757043439755879e-01,5.357012866982921451e-02,5.338133169806546369e-02
1.827524913190935507e+01,5.147412864957272988e-02,9.964703283091218555e-01,5.344735484652162610e-02,5.325870323116754096e-02
