alpha,apogee_ratio,screen_exponent,screen_scale,mass_radius_delta,extent_leak,invariant_mode,invariant_power,invariant_scale,secondary_path_ratio_power,photon_extra_multiplier,candidate_id,universal_q,fold_q_min,fold_q_max,cross_galaxy_outer_RMSE_km_s,cross_galaxy_equal_RMSE_km_s,cluster_RMSE_dex,cluster_equal_system_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted,maximum_dynamic_fraction_limb_to_Saturn,maximum_lensing_fraction_limb_to_Saturn,Earth_orbit_fractional_change,Saturn_orbit_fractional_change,Mercury_precession_mas_per_century,Cassini_proxy_pass,Earth_proxy_pass,Mercury_proxy_pass,all_solar_proxies_pass,pareto
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,2e-06,0.5,1.5,P0277,1.011903273432495,1.0057160413832729,1.0203749997878195,14.251039137452267,13.989573662390809,0.17348761195837484,0.18240962443907693,-0.11878879308395789,1.3289302413781425,9.426628121968141e-09,1.4139942182952212e-08,2.7318974123164312e-11,9.426628121968141e-09,-1.4686914627299326,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,2e-06,0.5,1.75,P0278,1.011903273432495,1.0057160413832729,1.0203749997878195,14.251039137452267,13.989573662390809,0.14289573002366499,0.14948032129082492,-0.06418534225432,1.1647018337834298,9.426628121968141e-09,1.649659921344425e-08,2.7318974123164312e-11,9.426628121968141e-09,-1.4686914627299326,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,2e-06,0.5,2.0,P0279,1.011903273432495,1.0057160413832729,1.0203749997878195,14.251039137452267,13.989573662390809,0.12978686067883716,0.1326210668080651,-0.01574449594284695,1.0481916870889574,9.426628121968141e-09,1.8853256243936283e-08,2.7318974123164312e-11,9.426628121968141e-09,-1.4686914627299326,True,True,True,True,True
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,2e-06,0.5,2.25,P0280,1.011903273432495,1.0057160413832729,1.0203749997878195,14.251039137452267,13.989573662390809,0.13283285960030272,0.13144217605290426,0.027792667864474926,0.9453539085821591,9.426628121968141e-09,2.1209913274428317e-08,2.7318974123164312e-11,9.426628121968141e-09,-1.4686914627299326,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,2e-06,0.5,2.5,P0281,1.011903273432495,1.0057160413832729,1.0203749997878195,14.251039137452267,13.989573662390809,0.1471665155536783,0.1422895484242453,0.06733328020106903,0.8655093420565405,9.426628121968141e-09,2.3566570304920354e-08,2.7318974123164312e-11,9.426628121968141e-09,-1.4686914627299326,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,2e-06,0.6,1.0,P0282,0.9740962337781055,0.9687198465519101,0.9814232522045397,14.871900726261378,14.471530771742392,0.2583578309101154,0.269678391459952,-0.22870145487152152,1.6916325370411531,9.074427558365351e-09,9.074427558365351e-09,2.6298274254798268e-11,9.074427558365351e-09,-1.4138177630104525,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,2e-06,0.6,1.5,P0283,0.9740962337781055,0.9687198465519101,0.9814232522045397,14.871900726261378,14.471530771742392,0.15071140258522228,0.16055672757646938,-0.08996677210741495,1.2167259355433098,9.074427558365351e-09,1.3611641337548027e-08,2.6298274254798268e-11,9.074427558365351e-09,-1.4138177630104525,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,2e-06,0.6,1.75,P0284,0.9740962337781055,0.9687198465519101,0.9814232522045397,14.871900726261378,14.471530771742392,0.12632506258409862,0.13287586571364488,-0.03442737777966933,1.0676113902831266,9.074427558365351e-09,1.5880248227139363e-08,2.6298274254798268e-11,9.074427558365351e-09,-1.4138177630104525,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,2e-06,0.6,2.0,P0285,0.9740962337781055,0.9687198465519101,0.9814232522045397,14.871900726261378,14.471530771742392,0.12307343797106397,0.12474429095364513,0.014765955723720112,0.9510725288654334,9.074427558365351e-09,1.8148855116730702e-08,2.6298274254798268e-11,9.074427558365351e-09,-1.4138177630104525,True,True,True,True,True
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,2e-06,0.6,2.25,P0286,0.9740962337781055,0.9687198465519101,0.9814232522045397,14.871900726261378,14.471530771742392,0.13620291566648846,0.13327759658717775,0.05892184151588911,0.8675742484122355,9.074427558365351e-09,2.041746200632204e-08,2.6298274254798268e-11,9.074427558365351e-09,-1.4138177630104525,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,2e-06,0.6,2.5,P0287,0.9740962337781055,0.9687198465519101,0.9814232522045397,14.871900726261378,14.471530771742392,0.15816934513444458,0.15199737032646768,0.09898049435409878,0.7920113457001817,9.074427558365351e-09,2.2686068895913376e-08,2.6298274254798268e-11,9.074427558365351e-09,-1.4138177630104525,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.25,1.0,P0288,0.9877798049245614,0.9769796531991275,1.002691649747469,15.224423714862802,15.023475999468225,0.26082794646719726,0.269932541430213,-0.1977374131412117,1.5916172461482634,9.193260860997194e-09,9.193260860997194e-09,2.6682655745697144e-11,9.193260860997194e-09,-1.4371514594025427,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.25,1.5,P0289,0.9877798049245614,0.9769796531991275,1.002691649747469,15.224423714862802,15.023475999468225,0.18962912644608293,0.19286329196604696,-0.05883202697219805,1.1746624609028502,9.193260860997194e-09,1.378989129149579e-08,2.6682655745697144e-11,9.193260860997194e-09,-1.4371514594025427,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.25,1.75,P0290,0.9877798049245614,0.9769796531991275,1.002691649747469,15.224423714862802,15.023475999468225,0.18404459628259318,0.1829882223471623,-0.0033532366480442215,1.0477645362974268,9.193260860997194e-09,1.6088206506745088e-08,2.6682655745697144e-11,9.193260860997194e-09,-1.4371514594025427,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.25,2.0,P0291,0.9877798049245614,0.9769796531991275,1.002691649747469,15.224423714862802,15.023475999468225,0.19263912042794304,0.18765868355151297,0.04574999618969914,0.9272231781813187,9.193260860997194e-09,1.8386521721994388e-08,2.6682655745697144e-11,9.193260860997194e-09,-1.4371514594025427,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.25,2.25,P0292,0.9877798049245614,0.9769796531991275,1.002691649747469,15.224423714862802,15.023475999468225,0.20993150794919846,0.20193988527694504,0.08980472796826296,0.8315560775575446,9.193260860997194e-09,2.0684836937243687e-08,2.6682655745697144e-11,9.193260860997194e-09,-1.4371514594025427,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.25,2.5,P0293,0.9877798049245614,0.9769796531991275,1.002691649747469,15.224423714862802,15.023475999468225,0.2317320062959118,0.22160454495486406,0.1297602210755676,0.753783902521608,9.193260860997194e-09,2.2983152152492986e-08,2.6682655745697144e-11,9.193260860997194e-09,-1.4371514594025427,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.4,1.0,P0294,0.9464102994010936,0.9361323107114187,0.9589167167471037,15.64353061040373,15.311496829558239,0.21331741168917723,0.22419026220090207,-0.15478050118833064,1.4529617852564196,8.808235115308103e-09,8.808235115308103e-09,2.5565151349728335e-11,8.808235115308103e-09,-1.376961683359942,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.4,1.5,P0295,0.9464102994010936,0.9361323107114187,0.9589167167471037,15.64353061040373,15.311496829558239,0.15271900192472657,0.1546276232870343,-0.011192239212497065,1.0466972013884366,8.808235115308103e-09,1.3212352672962154e-08,2.5565151349728335e-11,8.808235115308103e-09,-1.376961683359942,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.4,1.75,P0296,0.9464102994010936,0.9361323107114187,0.9589167167471037,15.64353061040373,15.311496829558239,0.16107515056163377,0.157119922230461,0.04586643057364638,0.9263389196471352,8.808235115308103e-09,1.541441145178918e-08,2.5565151349728335e-11,8.808235115308103e-09,-1.376961683359942,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.4,2.0,P0297,0.9464102994010936,0.9361323107114187,0.9589167167471037,15.64353061040373,15.311496829558239,0.18344504690299418,0.17520787017378397,0.09624321333241405,0.8275426659314822,8.808235115308103e-09,1.7616470230616206e-08,2.5565151349728335e-11,8.808235115308103e-09,-1.376961683359942,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.4,2.25,P0298,0.9464102994010936,0.9361323107114187,0.9589167167471037,15.64353061040373,15.311496829558239,0.21175054133798957,0.20080156713572672,0.14134733333399374,0.7512969465772359,8.808235115308103e-09,1.9818529009443232e-08,2.5565151349728335e-11,8.808235115308103e-09,-1.376961683359942,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.4,2.5,P0299,0.9464102994010936,0.9361323107114187,0.9589167167471037,15.64353061040373,15.311496829558239,0.24177735826766625,0.22911483583309444,0.18218299117250653,0.6823396717324215,8.808235115308103e-09,2.2020587788270258e-08,2.5565151349728335e-11,8.808235115308103e-09,-1.376961683359942,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.5,1.0,P0300,0.9153767773096293,0.9056642809743437,0.9265694599229238,16.147912281932292,15.701265620207575,0.18673474206548252,0.1985622890973402,-0.12551493301380973,1.3322068780742342,8.519406306903643e-09,8.519406306903643e-09,2.4726850361578177e-11,8.519406306903643e-09,-1.3318100500285086,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.5,1.5,P0301,0.9153767773096293,0.9056642809743437,0.9265694599229238,16.147912281932292,15.701265620207575,0.14330549040642823,0.14336750343491717,0.020715923544525974,0.9439366669223279,8.519406306903643e-09,1.2779109460355465e-08,2.4726850361578177e-11,8.519406306903643e-09,-1.3318100500285086,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.5,1.75,P0302,0.9153767773096293,0.9056642809743437,0.9265694599229238,16.147912281932292,15.701265620207575,0.16336307826912477,0.15722676385180065,0.07864247084602793,0.833603083236466,8.519406306903643e-09,1.4908961037081377e-08,2.4726850361578177e-11,8.519406306903643e-09,-1.3318100500285086,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.5,2.0,P0303,0.9153767773096293,0.9056642809743437,0.9265694599229238,16.147912281932292,15.701265620207575,0.19407747927341787,0.184073706493499,0.12971012019934988,0.7459230311075754,8.519406306903643e-09,1.7038812613807287e-08,2.4726850361578177e-11,8.519406306903643e-09,-1.3318100500285086,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.5,2.25,P0304,0.9153767773096293,0.9056642809743437,0.9265694599229238,16.147912281932292,15.701265620207575,0.22779338757272183,0.21549846304356374,0.17537762881893876,0.6730723404496535,8.519406306903643e-09,1.9168664190533196e-08,2.4726850361578177e-11,8.519406306903643e-09,-1.3318100500285086,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.5,2.5,P0305,0.9153767773096293,0.9056642809743437,0.9265694599229238,16.147912281932292,15.701265620207575,0.26141098102189675,0.24768403163869546,0.21668171894140736,0.6150064237902435,8.519406306903643e-09,2.1298515767259108e-08,2.4726850361578177e-11,8.519406306903643e-09,-1.3318100500285086,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.6,1.0,P0306,0.8812863661740825,0.872324352788148,0.8914147116022789,16.877236895101586,16.291236095334884,0.16912127776504365,0.1812658092359982,-0.09631916091947204,1.211621352429869,8.202127050063947e-09,8.202127050063947e-09,2.3805974372795896e-11,8.202127050063947e-09,-1.282210854063143,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.6,1.5,P0307,0.8812863661740825,0.872324352788148,0.8914147116022789,16.877236895101586,16.291236095334884,0.15106351062914694,0.14894549070067215,0.05215110472612809,0.8529560508190395,8.202127050063947e-09,1.230319057509592e-08,2.3805974372795896e-11,8.202127050063947e-09,-1.282210854063143,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.6,1.75,P0308,0.8812863661740825,0.872324352788148,0.8914147116022789,16.877236895101586,16.291236095334884,0.18077690556463777,0.1729940451843601,0.11079997953226538,0.7479667423402325,8.202127050063947e-09,1.4353722337611907e-08,2.3805974372795896e-11,8.202127050063947e-09,-1.282210854063143,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.6,2.0,P0309,0.8812863661740825,0.872324352788148,0.8914147116022789,16.877236895101586,16.291236095334884,0.2169028524940282,0.2058245093919343,0.16243795967044947,0.6668802881143048,8.202127050063947e-09,1.6404254100127894e-08,2.3805974372795896e-11,8.202127050063947e-09,-1.282210854063143,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.6,2.25,P0310,0.8812863661740825,0.872324352788148,0.8914147116022789,16.877236895101586,16.291236095334884,0.2537334838306483,0.24068789557138304,0.20856748293917857,0.6027945849459485,8.202127050063947e-09,1.845478586264388e-08,2.3805974372795896e-11,8.202127050063947e-09,-1.282210854063143,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1e-06,0.6,2.5,P0311,0.8812863661740825,0.872324352788148,0.8914147116022789,16.877236895101586,16.291236095334884,0.2893029089317841,0.2749906933599533,0.25025360229654214,0.548397191696962,8.202127050063947e-09,2.050531762515987e-08,2.3805974372795896e-11,8.202127050063947e-09,-1.282210854063143,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.25,1.0,P0312,1.037745902873172,1.0280348304012337,1.0520060845940982,14.52873216525193,14.382629666725322,0.2818279884902252,0.29092583667360383,-0.22664773279657235,1.719924462505665,9.651195277194266e-09,9.651195277194266e-09,2.792121633978786e-11,9.651195277194266e-09,-1.5008781662161292,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.25,1.5,P0313,1.037745902873172,1.0280348304012337,1.0520060845940982,14.52873216525193,14.382629666725322,0.1994046393642238,0.20430683139607497,-0.09021363926442916,1.2560993403401586,9.651195277194266e-09,1.4476792915791399e-08,2.792121633978786e-11,9.651195277194266e-09,-1.5008781662161292,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.25,1.75,P0314,1.037745902873172,1.0280348304012337,1.0520060845940982,14.52873216525193,14.382629666725322,0.18514713507845482,0.18646478614763154,-0.035550474817518406,1.122293908637618,9.651195277194266e-09,1.6889591735089966e-08,2.792121633978786e-11,9.651195277194266e-09,-1.5008781662161292,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.25,2.0,P0315,1.037745902873172,1.0280348304012337,1.0520060845940982,14.52873216525193,14.382629666725322,0.18539939393739732,0.1829513354413907,0.012901006438363958,1.0019537928112494,9.651195277194266e-09,1.930239055438853e-08,2.792121633978786e-11,9.651195277194266e-09,-1.5008781662161292,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.25,2.25,P0316,1.037745902873172,1.0280348304012337,1.0520060845940982,14.52873216525193,14.382629666725322,0.19600316966273637,0.19030851369457874,0.056422214856902825,0.8992260948059565,9.651195277194266e-09,2.1715189373687097e-08,2.792121633978786e-11,9.651195277194266e-09,-1.5008781662161292,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.25,2.5,P0317,1.037745902873172,1.0280348304012337,1.0520060845940982,14.52873216525193,14.382629666725322,0.21290938301208479,0.20473868628346106,0.09593247355302155,0.8156045508509288,9.651195277194266e-09,2.4127988192985663e-08,2.792121633978786e-11,9.651195277194266e-09,-1.5008781662161292,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.4,1.0,P0318,0.9941780835702612,0.9849949821746539,1.0059424157531545,14.876023915524787,14.603279519479322,0.23462414549327457,0.24562846698817506,-0.1849736730216701,1.5636780378669815,9.246007908369458e-09,9.246007908369458e-09,2.6748996334060668e-11,9.246007908369458e-09,-1.4378666057172198,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.4,1.5,P0319,0.9941780835702612,0.9849949821746539,1.0059424157531545,14.876023915524787,14.603279519479322,0.1560385451932995,0.16075700874186208,-0.04368624644236479,1.125989226131773,9.246007908369458e-09,1.3869011862554188e-08,2.6748996334060668e-11,9.246007908369458e-09,-1.4378666057172198,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.4,1.75,P0320,0.9941780835702612,0.9849949821746539,1.0059424157531545,14.876023915524787,14.603279519479322,0.15246372897249053,0.15176887758184848,0.01262997594652899,1.0048717088326797,9.246007908369458e-09,1.618051383964655e-08,2.6748996334060668e-11,9.246007908369458e-09,-1.4378666057172198,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.4,2.0,P0321,0.9941780835702612,0.9849949821746539,1.0059424157531545,14.876023915524787,14.603279519479322,0.16594778737583404,0.1604637255857574,0.06242007491810085,0.9004911952930381,9.246007908369458e-09,1.8492015816738916e-08,2.6748996334060668e-11,9.246007908369458e-09,-1.4378666057172198,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.4,2.25,P0322,0.9941780835702612,0.9849949821746539,1.0059424157531545,14.876023915524787,14.603279519479322,0.18863655012686253,0.1798097527771304,0.10704849173089101,0.8127304896124741,9.246007908369458e-09,2.080351779383128e-08,2.6748996334060668e-11,9.246007908369458e-09,-1.4378666057172198,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.4,2.5,P0323,0.9941780835702612,0.9849949821746539,1.0059424157531545,14.876023915524787,14.603279519479322,0.21516909264589193,0.20417563640995268,0.14749041973768723,0.7405567890815042,9.246007908369458e-09,2.3115019770923644e-08,2.6748996334060668e-11,9.246007908369458e-09,-1.4378666057172198,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.5,1.0,P0324,0.9614694307875805,0.9528702014988485,0.971868765875195,15.341968593190098,14.954993097502808,0.20694699367028452,0.21912433314286547,-0.15647195444057835,1.4337683084897188,8.941812445505583e-09,8.941812445505583e-09,2.586894913946351e-11,8.941812445505583e-09,-1.390560514050704,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.5,1.5,P0325,0.9614694307875805,0.9528702014988485,0.971868765875195,15.341968593190098,14.954993097502808,0.13934098451960636,0.14301500839535158,-0.012419196396128016,1.0116157147632472,8.941812445505583e-09,1.3412718668258374e-08,2.586894913946351e-11,8.941812445505583e-09,-1.390560514050704,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.5,1.75,P0326,0.9614694307875805,0.9528702014988485,0.971868765875195,15.341968593190098,14.954993097502808,0.14715207777059677,0.1443835404276275,0.04481323713855075,0.9032971258990732,8.941812445505583e-09,1.5648171779634768e-08,2.586894913946351e-11,8.941812445505583e-09,-1.390560514050704,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.5,2.0,P0327,0.9614694307875805,0.9528702014988485,0.971868765875195,15.341968593190098,14.954993097502808,0.17049468346893334,0.16298326210339203,0.09533566188888608,0.8146687312611809,8.941812445505583e-09,1.7883624891011165e-08,2.586894913946351e-11,8.941812445505583e-09,-1.390560514050704,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.5,2.25,P0328,0.9614694307875805,0.9528702014988485,0.971868765875195,15.341968593190098,14.954993097502808,0.20007115854446622,0.18962410674072613,0.14056329046522426,0.7319617146854438,8.941812445505583e-09,2.0119078002387562e-08,2.586894913946351e-11,8.941812445505583e-09,-1.390560514050704,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.5,2.5,P0329,0.9614694307875805,0.9528702014988485,0.971868765875195,15.341968593190098,14.954993097502808,0.23123322601410964,0.21896930791529465,0.18150484733834946,0.6671782601612859,8.941812445505583e-09,2.2354531113763956e-08,2.586894913946351e-11,8.941812445505583e-09,-1.390560514050704,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.6,1.0,P0330,0.9255217786831893,0.9177034826266274,0.9348140933810319,16.04450395772144,15.516211826721488,0.1863986088487162,0.19933583705701555,-0.12795808889581328,1.3213666277251366,8.607493794614678e-09,8.607493794614678e-09,2.490175459932105e-11,8.607493794614678e-09,-1.3385699005288039,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.6,1.5,P0331,0.9255217786831893,0.9177034826266274,0.9348140933810319,16.04450395772144,15.516211826721488,0.13926924646328862,0.14103189043812722,0.018453488964359194,0.9314228313074355,8.607493794614678e-09,1.2911240691922017e-08,2.490175459932105e-11,8.607493794614678e-09,-1.3385699005288039,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.6,1.75,P0332,0.9255217786831893,0.9177034826266274,0.9348140933810319,16.04450395772144,15.516211826721488,0.15869282579415747,0.1539518316516147,0.07645295314765589,0.8167768288895949,8.607493794614678e-09,1.5063114140575686e-08,2.490175459932105e-11,8.607493794614678e-09,-1.3385699005288039,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.6,2.0,P0333,0.9255217786831893,0.9177034826266274,0.9348140933810319,16.04450395772144,15.516211826721488,0.1893688391002253,0.18046337386460667,0.1275832482196327,0.7258233283561886,8.607493794614678e-09,1.7214987589229356e-08,2.490175459932105e-11,8.607493794614678e-09,-1.3385699005288039,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.6,2.25,P0334,0.9255217786831893,0.9177034826266274,0.9348140933810319,16.04450395772144,15.516211826721488,0.22322536532593826,0.21182637028967605,0.17330479378293195,0.6549527140438203,8.607493794614678e-09,1.9366861037883025e-08,2.490175459932105e-11,8.607493794614678e-09,-1.3385699005288039,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.25e-06,0.6,2.5,P0335,0.9255217786831893,0.9177034826266274,0.9348140933810319,16.04450395772144,15.516211826721488,0.2570147657881499,0.2440476003870762,0.21465579215838929,0.5984160321297922,8.607493794614678e-09,2.1518734486536695e-08,2.490175459932105e-11,8.607493794614678e-09,-1.3385699005288039,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.5e-06,0.25,1.0,P0336,1.0750661982399086,1.066294898854059,1.0887571238090479,14.055612296868137,13.951206876763317,0.29982046683925606,0.30874455382323424,-0.25005913435720384,1.8331200421181095,9.993172157111225e-09,9.993172157111225e-09,2.8845373292746147e-11,9.993172157111225e-09,-1.5484006349941268,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.5e-06,0.25,1.5,P0337,1.0750661982399086,1.066294898854059,1.0887571238090479,14.055612296868137,13.951206876763317,0.2105029858097873,0.21636016459471835,-0.11574795747062383,1.3213922687629296,9.993172157111225e-09,1.498975823566684e-08,2.8845373292746147e-11,9.993172157111225e-09,-1.5484006349941268,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.5e-06,0.25,1.75,P0338,1.0750661982399086,1.066294898854059,1.0887571238090479,14.055612296868137,13.951206876763317,0.1901156412220076,0.19305088891989036,-0.06179030446111617,1.1817180573873898,9.993172157111225e-09,1.7488051274944645e-08,2.8845373292746147e-11,9.993172157111225e-09,-1.5484006349941268,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.5e-06,0.25,2.0,P0339,1.0750661982399086,1.066294898854059,1.0887571238090479,14.055612296868137,13.951206876763317,0.18367643666494823,0.1832149209542281,-0.013904474907662582,1.0612091711969374,9.993172157111225e-09,1.998634431422245e-08,2.8845373292746147e-11,9.993172157111225e-09,-1.5484006349941268,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.5e-06,0.25,2.25,P0340,1.0750661982399086,1.066294898854059,1.0887571238090479,14.055612296868137,13.951206876763317,0.188283742703977,0.18457488713729972,0.02915237601320167,0.9532630002385191,9.993172157111225e-09,2.2484637353500256e-08,2.8845373292746147e-11,9.993172157111225e-09,-1.5484006349941268,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.5e-06,0.25,2.5,P0341,1.0750661982399086,1.066294898854059,1.0887571238090479,14.055612296868137,13.951206876763317,0.20046622197476302,0.1940767534261516,0.0682741725733139,0.8652505633142469,9.993172157111225e-09,2.4982930392778062e-08,2.8845373292746147e-11,9.993172157111225e-09,-1.5484006349941268,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.5e-06,0.4,1.0,P0342,1.0298364128510549,1.021595285724307,1.040966388670746,14.343299327054524,14.116378714721764,0.25327948435160424,0.26414795727641216,-0.20948033013552703,1.6414529433365952,9.572743133521792e-09,9.572743133521792e-09,2.76318014721194e-11,9.572743133521792e-09,-1.483256899165199,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.5e-06,0.4,1.5,P0343,1.0298364128510549,1.021595285724307,1.040966388670746,14.343299327054524,14.116378714721764,0.16356369574297555,0.1700136097013607,-0.07018227288873302,1.1954132973890284,9.572743133521792e-09,1.4359114700282689e-08,2.76318014721194e-11,9.572743133521792e-09,-1.483256899165199,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.5e-06,0.4,1.75,P0344,1.0298364128510549,1.021595285724307,1.040966388670746,14.343299327054524,14.116378714721764,0.1506102136542514,0.15246872281648946,-0.014512300662135914,1.0574900455672895,9.572743133521792e-09,1.6752300483663135e-08,2.76318014721194e-11,9.572743133521792e-09,-1.483256899165199,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.8,1.5e-06,0.4,2.0,P0345,1.0298364128510549,1.021595285724307,1.040966388670746,14.343299327054524,14.116378714721764,0.1557037904901563,0.15273596974436382,0.03476553931559424,0.9532384828138099,9.572743133521792e-09,1.9145486267043584e-08,2.76318014721194e-11,9.572743133521792e-09,-1.483256899165199,True,True,True,True,False
