galaxy,fold,oof_RMSE_km_s,fixed_RAR_RMSE_km_s,delta_MSE_km_s2,improvement_fraction,concentration_R50_over_R80,R80_kpc,g_R80_m_s2,hubble_type,distance_mpc,inclination_deg,luminosity_3p6_billion_solar,effective_radius_kpc,effective_surface_brightness,disk_scale_kpc,disk_central_surface_brightness,HI_mass_billion_solar,HI_radius_kpc,flat_velocity_km_s,flat_velocity_error_km_s,quality,disk_luminosity_fit_solar,disk_velocity_fractional_rms,disk_fit_points,bulge_luminosity_fit_solar,bulge_scale_fit_kpc,bulge_velocity_fractional_rms,bulge_fit_points,disk_profile_light_solar,bulge_profile_light_solar,disk_mass_solar,bulge_mass_solar,gas_mass_solar,stellar_mass_solar,baryonic_mass_solar,stellar_bulge_fraction,baryonic_bulge_fraction,gas_fraction,bulge_scale_over_disk_scale,rotation_points,outer_rotation_points,morphology_input_pass,log10_baryonic_mass_solar,log10_effective_surface_brightness,log10_R80_kpc,log10_g_R80_over_a0
UGC06614,1,32.164570995674175,24.52193562263683,-433.2343006550193,-0.31166525720678573,0.3017807543549806,43.73004163176749,6.6362307224173954e-12,1,88.7,36.0,124.35,3.68,1461.61,5.1,540.54,21.888,60.63,199.8,16.0,1,39165806481.30909,0.3503736204028793,13,71415615160.04488,0.653771543199655,0.0203448693899423,13,55707778242.744965,22668462253.89854,19582903240.654545,49990930612.03141,29111040000.000004,69573833852.68596,98684873852.68596,0.7185306291713213,0.5065713585108949,0.2949898891643329,0.128190498666599,13,7,False,10.994250590301451,3.164831505697767,1.6407798908010265,-1.2572597692783565
UGC06667,4,8.70478814171237,11.111189166334398,47.68518809797058,0.2165745707860992,0.7810356760661753,10.250036558407341,5.339215595298602e-12,6,18.0,89.0,1.397,3.5,18.06,5.15,614.94,0.809,8.59,83.8,3.1,1,1786614533.1519363,0.0215460909164468,9,0.0,,,0,860611155.639155,0.0,893307266.5759683,0.0,1075970000.0,893307266.5759683,1969277266.5759685,0.0,0.0,0.5463781145815063,,9,0,True,9.294306867416207,1.256717745977487,1.0107254143757987,-1.3517037882056226
UGC06786,1,11.748392354589898,9.605251129216189,-45.7638736620775,-0.22312183164633148,0.5101538420512208,13.13402905939259,5.822479484622507e-11,0,29.3,64.0,73.407,3.42,992.73,3.6,1078.52,5.03,20.31,219.4,7.8,1,59297885748.144646,0.2532823442722117,45,22551825845.00302,0.6398137797301378,0.0673985691230367,45,54297778615.08384,19641952196.20038,29648942874.072323,15786278091.502111,6689900000.000001,45435220965.57443,52125120965.57443,0.3474458307017618,0.3028535531251432,0.1283431074321781,0.1777260499250382,45,14,False,10.717047075840242,2.996831146325563,1.1183979728408617,-0.3140732790651978
UGC06787,2,12.472890092000819,10.415030163692613,-47.10013393650523,-0.1975855946612639,0.3647157025044422,23.961766203282586,2.6383745277868008e-11,2,21.3,66.0,98.256,2.88,1891.6,5.37,429.37,5.03,26.44,248.1,4.8,2,66445218296.18168,0.1410294099585167,71,55914724501.51145,0.5902694853385041,0.0599123620086906,71,50296604550.8117,45266183478.44998,33222609148.09084,39140307151.058014,6689900000.000001,72362916299.14885,79052816299.14885,0.5408890237266238,0.4951159108986662,0.0846257010589517,0.1099198296719747,71,17,True,10.897917346518609,3.2768293053433886,1.3795188264079847,-0.6578448006273493
UGC06818,3,12.652915421593338,11.075045216609665,-37.4396421160459,-0.14247076866262187,0.7346624787431663,4.49969652309631,4.56113476219102e-12,9,18.0,75.0,1.588,2.12,56.08,1.39,286.31,1.079,6.96,71.2,4.0,2,1500409655.2519848,0.030748078130732,8,0.0,,,0,1309425896.2454586,0.0,750204827.6259924,0.0,1435070000.0,750204827.6259924,2185274827.6259923,0.0,0.0,0.6567000094715825,,8,4,True,9.339506063098574,1.7488080049586023,0.6531832242666654,-1.4201083420567817
UGC06917,3,1.782030520590222,4.489501197191377,16.97998822326775,0.6030671465896797,0.6932212799001534,9.877943527016066,1.0134728915576825e-11,9,18.0,56.0,6.832,4.52,53.07,2.76,261.11,2.023,12.67,108.7,3.5,1,7264724276.363111,0.0664299386812997,11,0.0,,,0,5247908341.858673,0.0,3632362138.1815553,0.0,2690590000.0000005,3632362138.1815553,6322952138.181556,0.0,0.0,0.4255274974726913,,11,3,True,9.800919894417628,1.7248490876293856,0.9946665389367455,-1.0733691094017874
UGC06930,0,7.314025781773799,9.824900941945772,43.033705382595095,0.25556238938269715,0.7233798571774391,10.348803564184994,1.0944314372889027e-11,7,18.0,32.0,8.932,4.38,73.93,3.94,189.16,3.237,16.76,107.2,5.1,1,10558989045.154648,0.110146261067022,10,0.0,,,0,7441054324.126155,0.0,5279494522.577324,0.0,4305210000.000001,5279494522.577324,9584704522.577324,0.0,0.0,0.4491750361066249,,10,4,True,9.981578728983287,1.8688207061975175,1.0148901434637276,-1.0399926864842626
UGC06983,4,9.649536796727753,12.509817879331646,63.381982982642796,0.22864290353335714,0.6821096883246756,11.74455848267258,9.022124510231782e-12,6,18.0,49.0,5.298,3.95,53.56,3.21,121.57,2.967,16.07,109.0,5.8,1,6453132355.871157,0.1443172509581192,17,0.0,,,0,3801073270.15724,0.0,3226566177.9355783,0.0,3946110000.000001,3226566177.9355783,7172676177.935579,0.0,0.0,0.5501586718969599,,17,7,True,9.855681224351368,1.7288405683399715,1.0698366948349398,-1.1238724297442044
UGC07089,1,4.15995498275895,1.6774671264590666,-14.491329498230176,-1.4799025370709464,0.7149943296436423,5.718380663144686,6.028831105842939e-12,8,18.0,80.0,3.585,3.9,37.4,2.26,520.99,1.214,9.29,0.0,0.0,2,3415924102.644912,0.1034093204352977,12,0.0,,,0,3203383401.705745,0.0,1707962051.3224556,0.0,1614620000.0,1707962051.3224556,3322582051.3224554,0.0,0.0,0.4859533865709496,,12,4,True,9.521475714670173,1.57287160220048,0.7572730622497669,-1.2989481285163
UGC07125,3,7.606252005000379,8.841143359570502,20.31074634090529,0.1396755266085984,0.8322085985785758,6.29382000304293,4.890516086416434e-12,9,19.8,90.0,2.712,3.92,28.11,3.38,103.0,4.629,23.04,65.2,2.1,1,3044696736.747715,0.1012010033792848,13,0.0,,,0,2338135384.1151905,0.0,1522348368.3738575,0.0,6156569999.999999,1522348368.3738575,7678918368.373857,0.0,0.0,0.8017496351252082,,13,6,True,9.885300050795998,1.4488608456074408,0.7989143183669981,-1.3898265542744654
UGC07151,4,4.919962215116493,6.914394594065263,23.602824404264947,0.2884464217099534,0.741118958898667,4.712190901024835,1.206626207517495e-11,6,6.87,90.0,2.284,2.17,76.71,1.25,965.67,0.616,6.39,73.5,2.8,1,1911923362.907145,0.0521067956928508,11,0.0,,,0,1969476441.7025635,0.0,955961681.4535724,0.0,819280000.0,955961681.4535724,1775241681.4535725,0.0,0.0,0.4615033595477385,,11,4,True,9.249257486279365,1.8848519827459977,0.6732228763423468,-0.9976084922339662
UGC07323,4,4.4314806293052635,2.3972035807643235,-13.891435560278481,-0.8486042090310628,0.806464662082402,3.948813481566695,1.511704796918847e-11,8,8.0,47.0,4.109,3.26,61.49,2.26,283.68,0.722,7.14,0.0,0.0,1,4797138270.175996,0.0365404356738606,10,0.0,,,0,3533799077.0117664,0.0,2398569135.087998,0.0,960260000.0,2398569135.087998,3358829135.087998,0.0,0.0,0.2858912916910976,,10,0,True,9.52618791167857,1.7888044930446483,0.5964666207359367,-0.8997142548733116
UGC07399,1,1.5330677129296149,2.718488634085871,5.039883841226825,0.4360588108748412,0.6390954985897086,9.865152372290773,7.232468819546133e-12,8,8.43,55.0,1.156,1.27,113.98,1.64,135.78,0.745,7.85,103.0,3.3,1,1351207425.7154496,0.1784180128885392,10,0.0,,,0,926238162.234666,0.0,675603712.8577248,0.0,990850000.0,675603712.8577248,1666453712.857725,0.0,0.0,0.5945859716084385,,10,2,True,9.221793255272487,2.0568286526378117,0.9941037975389475,-1.2198946760439884
UGC07524,4,10.037654358218328,12.219060302328261,48.55092965687501,0.17852485298679477,0.828769268408997,9.24808351845266,5.8343560000499724e-12,9,4.74,46.0,2.436,3.61,29.71,3.46,106.86,1.779,12.11,79.5,3.6,1,2826377340.964432,0.1336320524549205,31,0.0,,,0,2333782412.1839323,0.0,1413188670.482216,0.0,2366070000.0,1413188670.482216,3779258670.482216,0.0,0.0,0.626067228073092,,31,1,True,9.577406618119305,1.472902651803664,0.966051743161158,-1.3131883207236503
UGC07577,3,11.073127621944586,11.826089644456763,17.242240946855333,0.06366956831458759,0.8158136754103262,1.3156909723771246,2.6608745998034497e-12,10,2.59,63.0,0.045,0.77,11.94,0.9,54.55,0.044,2.07,0.0,0.0,2,92560122.33019352,0.1052597870912298,9,0.0,,,0,42363289.94260022,0.0,46280061.16509677,0.0,58520000.0,46280061.16509677,104800061.16509676,0.0,0.0,0.5583966206642812,,9,0,True,8.02036153611771,1.0770043267933502,0.11915389478588119,-1.6541568381992295
UGC07603,3,4.344492871064939,2.8304395566194946,-10.863230223057716,-0.5349180875120816,0.5055569175665866,4.076282793726096,4.976858129707289e-12,7,4.7,78.0,0.376,0.85,81.81,0.53,520.99,0.258,4.37,61.6,2.8,1,337322116.8063982,0.0552961817440193,12,0.0,,,0,326455936.5272131,0.0,168661058.4031991,0.0,343140000.0,168661058.4031991,511801058.4031991,0.0,0.0,0.6704558233439073,,12,8,True,8.709101179671904,1.9128063926612924,0.6102643057304796,-1.3822259851234608
UGC08286,1,1.1859671205286992,1.6628877396124946,1.3586776235784177,0.28680265523812987,0.6818450953697579,4.782978461793557,1.3755000181819076e-11,6,6.5,90.0,1.255,2.25,39.52,1.05,1488.78,0.642,8.07,82.4,2.3,1,1027043658.8766756,0.1653266959433976,17,0.0,,,0,1184344113.5922766,0.0,513521829.43833774,0.0,853860000.0000001,513521829.43833774,1367381829.4383378,0.0,0.0,0.6244488420258806,,17,11,True,9.13588980444577,1.5968169359155906,0.6796984252070533,-0.9407206455812448
UGC08490,0,2.9075403004043325,4.37448960998621,10.682368749401984,0.3353418205024612,0.40782890149398854,6.5963206342644805,5.673318030493729e-12,9,4.65,50.0,1.017,1.14,124.98,0.67,576.54,0.72,7.8,78.6,3.8,1,913691157.0191072,0.0462752688894939,30,0.0,,,0,895298186.9857869,0.0,456845578.5095536,0.0,957600000.0,456845578.5095536,1414445578.5095537,0.0,0.0,0.6770143825604472,,30,25,True,9.150586242420315,2.0968405203313893,0.8193017576922189,-1.3253441164548687
UGC08550,1,3.119793054598944,5.021043942995689,15.477773573969884,0.3786564925505129,0.8387419076037808,5.283332227021696,3.828525219632502e-12,7,6.7,90.0,0.289,1.01,45.38,0.45,1284.78,0.288,5.59,56.9,1.9,1,229638626.3122585,0.1806014487716777,11,0.0,,,0,239733691.32474628,0.0,114819313.15612929,0.0,383040000.0,114819313.15612929,497859313.1561293,0.0,0.0,0.7693739775033157,,11,9,True,8.697106635627156,1.6568644915489172,0.7229079208943433,-1.496149733781529
UGC08699,3,3.4469381004588167,5.04451550895608,13.565754451703777,0.3166959058131369,0.5413954024474558,8.163400333916416,7.000764901794865e-11,2,39.3,73.0,50.302,1.91,2191.95,3.09,1370.35,3.738,19.05,182.4,6.9,2,37176227929.3765,0.1545271947051556,41,16832485829.42869,0.3349163649910143,0.0924006026387168,41,36134056692.03406,11606148223.328815,18588113964.68825,11782740080.600082,4971540000.0,30370854045.288334,35342394045.28833,0.3879620923083007,0.3333882833602467,0.1406678900594392,0.1083871731362505,41,12,True,10.548295964679594,3.3408306433471138,0.9118710948637009,-0.2340357525361672
UGC08837,2,1.4776783721173812,3.0605495963611538,7.183430460362947,0.517185287938392,0.8132468302600717,3.44649633989237,4.921316263334038e-12,10,7.21,80.0,0.501,2.25,15.73,1.72,77.42,0.32,4.75,0.0,0.0,2,731832116.6278569,0.0384799004638634,8,0.0,,,0,445421261.33693415,0.0,365916058.3139284,0.0,425600000.00000006,365916058.3139284,791516058.3139285,0.0,0.0,0.5377022936295248,,8,0,True,8.898459730274032,1.1967287226232868,0.5373778216187183,-1.3870999706279856
UGC09037,4,8.89795877903345,11.514245830727017,53.40418661703603,0.227221746882607,0.6072401580985574,20.238309607926173,1.0192602441862225e-11,6,83.6,65.0,68.614,5.69,334.83,4.28,841.07,19.078,39.72,152.3,9.6,2,63102906689.23379,0.0739762734544679,22,0.0,,,0,50174965674.1051,0.0,31551453344.616894,0.0,25373740000.0,31551453344.616894,56925193344.6169,0.0,0.0,0.4457383191725154,,22,13,True,10.755304514357142,2.5248243628539666,1.306174235509271,-1.07089616097745
UGC09133,1,8.33372859030456,8.447615805367715,1.911180578238799,0.013481580801862458,0.4073298091755548,9.658897603080437,1.2603906819636292e-10,2,57.1,53.0,282.926,5.92,1284.78,6.97,864.63,33.428,60.35,226.8,4.2,1,258501606055.4705,0.1404880044306329,68,92435634243.22424,0.9763219354975484,0.0775968877896442,68,201455144421.6672,72483230868.54506,129250803027.73526,64704943970.25696,44459240000.0,193955746997.99225,238414986997.99225,0.3336067374736092,0.2713962942723976,0.1864783777220112,0.1400748831416855,68,29,True,11.37733355209987,3.108828767382579,0.9849275620035491,0.02132393773810681
UGC11455,1,8.329586474768368,9.70022478093934,24.712349960105556,0.14129964378395,0.6042418891224942,19.73914714072291,6.793961027126107e-11,6,78.6,90.0,374.322,10.06,571.26,5.93,9568.2,13.335,43.44,269.4,7.4,1,347257485721.17084,0.0887071270286546,36,0.0,,,0,371114708993.9663,0.0,173628742860.58542,0.0,17735550000.000004,173628742860.58542,191364292860.58545,0.0,0.0,0.0926795157805164,,36,12,True,11.281860904912582,2.7568338155405883,1.2953283843984895,-0.24705819479307134
UGC11557,3,10.348571508165092,8.331253866543895,-37.68314127080373,-0.242138539280649,0.7240583477937381,5.439969128562216,1.8601369343309637e-11,8,24.2,30.0,12.101,4.18,106.86,2.75,337.93,2.605,16.66,0.0,0.0,2,13667968231.05789,0.0476256826827296,12,0.0,,,0,11953208857.619682,0.0,6833984115.528945,0.0,3464650000.0,6833984115.528945,10298634115.528946,0.0,0.0,0.3364183988996926,,12,2,True,10.01277962903293,2.028815169846887,0.7355964351148856,-0.8096363299827593
UGC11820,0,2.975078571561619,5.171719989776022,17.895595145683778,0.42474098028449836,0.7202418773404696,9.141216724857435,4.180125295874802e-12,9,18.1,45.0,0.97,2.74,20.18,2.08,34.11,1.977,12.99,0.0,0.0,1,1037494309.1677752,0.2229719636062943,10,0.0,,,0,1016169933.890264,0.0,518747154.5838877,0.0,2629410000.0000005,518747154.5838877,3148157154.583888,0.0,0.0,0.835221963481536,,10,4,True,9.498056404012637,1.3049211619008918,0.9610040055503564,-1.4579919464516575
UGC11914,2,6.804933376206168,6.804237536315959,-0.009469803993596315,-0.0001022656670190969,0.5188134721511879,3.908660332915686,2.8564996756977506e-10,2,16.9,31.0,150.028,3.12,2425.66,2.44,3168.33,0.888,9.26,288.1,10.5,1,91312000347.34782,0.0581956882769978,65,51876797361.33959,0.883766211182489,0.0361176468132644,65,92473434855.88206,32186177802.48421,45656000173.67391,36313758152.93771,1181040000.0,81969758326.61163,83150798326.61163,0.4430140931762194,0.4367217018205805,0.0142035918327679,0.3621992668780692,65,3,True,10.919866423214922,3.3848299265915687,0.592027931381377,0.3766529330429093
UGC12506,3,22.467694846955425,28.839591719765888,326.92473882688193,0.22094268652365612,0.42529430713470107,38.45975900516989,1.76835636450663e-11,6,100.6,86.0,139.571,12.36,144.82,7.38,5608.28,35.556,59.01,234.0,16.8,2,132873467075.03513,0.0300268387332924,31,0.0,,,0,134568434928.4319,0.0,66436733537.51756,0.0,47289480000.0,66436733537.51756,113726213537.51756,0.0,0.0,0.4158186448755677,,31,17,True,11.055860579749833,2.1608285431445466,1.5850065585542343,-0.8316114562172009
UGC12632,1,9.106269096015469,12.5245104000342,73.93922391151847,0.27292414592185554,0.7776656194129142,8.724585671200535,4.535853244510898e-12,9,9.77,46.0,1.301,3.94,13.09,2.42,66.81,1.744,12.6,71.7,2.8,1,1306530667.0968096,0.043068010859717,15,0.0,,,0,1211578247.297425,0.0,653265333.5484048,0.0,2319520000.0000005,653265333.5484048,2972785333.548405,0.0,0.0,0.7802514274488,,15,5,True,9.473163549695576,1.1169396465507557,0.940744811564294,-1.422522251337853
UGC12732,1,6.679961196242413,10.320562524087405,61.89212923029304,0.352752218626466,0.8373600211468161,11.884161603394379,4.5994636736883205e-12,9,13.2,39.0,1.667,3.12,26.84,1.98,120.46,3.66,17.41,0.0,0.0,1,1555643396.8157272,0.0301494056154455,16,0.0,,,0,1508610586.234609,0.0,777821698.4078636,0.0,4867800000.000001,777821698.4078636,5645621698.407865,0.0,0.0,0.8622256785949333,,16,10,True,9.751711773598654,1.4287825114969546,1.0749685488018763,-1.4164740528741613
UGCA442,2,5.947193990152081,5.50641281933394,-5.048534219575881,-0.08004869690672001,0.7140277788587879,3.2613313320454904,5.811981148578852e-12,9,4.35,64.0,0.14,1.71,7.6,1.18,116.1,0.263,4.37,56.4,2.1,1,130130139.10060778,0.1342976038234486,8,0.0,,,0,128036497.66777296,0.0,65065069.55030389,0.0,349790000.00000006,65065069.55030389,414855069.550304,0.0,0.0,0.8431619273187783,,8,4,True,8.617896401560705,0.8808135922807914,0.5133949228075854,-1.3148570490729585
UGCA444,2,1.5416973525767312,1.920193899772371,1.3103138857809253,0.19711371192279525,0.6891078921971847,1.649177193576591,4.474895742541613e-12,10,0.98,78.0,0.012,0.41,11.94,0.83,22.74,0.067,2.08,37.0,4.8,2,13750211.733537234,0.0930792507343846,36,0.0,,,0,11919095.713569451,0.0,6875105.866768617,0.0,89110000.00000001,6875105.866768617,95985105.86676864,0.0,0.0,0.9283732011890308,,36,2,True,7.982203848230118,1.0770043267933502,0.21726732032509818,-1.4283983246004597
