row_type,candidate_id,system_label,minimum_permittivity,a0_m_s2,gate_power,anisotropy_tau,smoothing_r80_fraction,identity,source_plane_RMS_arcsec
system,e0d50_a2d4_n1_tp0d6_w0d50,MACS0329,0.5,2.4e-10,1.0,0.6,0.5,False,15.936508348623644
system,e0d50_a2d4_n1_tp0d6_w0d50,MACS0429,0.5,2.4e-10,1.0,0.6,0.5,False,9.168782754420462
aggregate,e0d50_a2d4_n1_tp0d6_w0d50,selection,0.5,2.4e-10,1.0,0.6,0.5,False,13.000747585110426
system,e0d50_a2d4_n2_tm0d6_w0d20,MACS0329,0.5,2.4e-10,2.0,-0.6,0.2,False,15.969661182002719
system,e0d50_a2d4_n2_tm0d6_w0d20,MACS0429,0.5,2.4e-10,2.0,-0.6,0.2,False,9.21899296536372
aggregate,e0d50_a2d4_n2_tm0d6_w0d20,selection,0.5,2.4e-10,2.0,-0.6,0.2,False,13.038786553268487
system,e0d50_a2d4_n2_tm0d6_w0d35,MACS0329,0.5,2.4e-10,2.0,-0.6,0.35,False,15.976613967707445
system,e0d50_a2d4_n2_tm0d6_w0d35,MACS0429,0.5,2.4e-10,2.0,-0.6,0.35,False,9.242344497088993
aggregate,e0d50_a2d4_n2_tm0d6_w0d35,selection,0.5,2.4e-10,2.0,-0.6,0.35,False,13.051305024326416
system,e0d50_a2d4_n2_tm0d6_w0d50,MACS0329,0.5,2.4e-10,2.0,-0.6,0.5,False,15.98476688451239
system,e0d50_a2d4_n2_tm0d6_w0d50,MACS0429,0.5,2.4e-10,2.0,-0.6,0.5,False,9.262514530558725
aggregate,e0d50_a2d4_n2_tm0d6_w0d50,selection,0.5,2.4e-10,2.0,-0.6,0.5,False,13.063440354305895
system,e0d50_a2d4_n2_tp0d0_w0d20,MACS0329,0.5,2.4e-10,2.0,0.0,0.2,False,15.959686672757586
system,e0d50_a2d4_n2_tp0d0_w0d20,MACS0429,0.5,2.4e-10,2.0,0.0,0.2,False,9.21622006911452
aggregate,e0d50_a2d4_n2_tp0d0_w0d20,selection,0.5,2.4e-10,2.0,0.0,0.2,False,13.03169810605942
system,e0d50_a2d4_n2_tp0d0_w0d35,MACS0329,0.5,2.4e-10,2.0,0.0,0.35,False,15.959431028141868
system,e0d50_a2d4_n2_tp0d0_w0d35,MACS0429,0.5,2.4e-10,2.0,0.0,0.35,False,9.217437519675293
aggregate,e0d50_a2d4_n2_tp0d0_w0d35,selection,0.5,2.4e-10,2.0,0.0,0.35,False,13.03197209119048
system,e0d50_a2d4_n2_tp0d0_w0d50,MACS0329,0.5,2.4e-10,2.0,0.0,0.5,False,15.959352683493398
system,e0d50_a2d4_n2_tp0d0_w0d50,MACS0429,0.5,2.4e-10,2.0,0.0,0.5,False,9.217734865667998
aggregate,e0d50_a2d4_n2_tp0d0_w0d50,selection,0.5,2.4e-10,2.0,0.0,0.5,False,13.032029276553198
system,e0d50_a2d4_n2_tp0d6_w0d20,MACS0329,0.5,2.4e-10,2.0,0.6,0.2,False,15.950992165017961
system,e0d50_a2d4_n2_tp0d6_w0d20,MACS0429,0.5,2.4e-10,2.0,0.6,0.2,False,9.211521363103333
aggregate,e0d50_a2d4_n2_tp0d6_w0d20,selection,0.5,2.4e-10,2.0,0.6,0.2,False,13.02471260472517
system,e0d50_a2d4_n2_tp0d6_w0d35,MACS0329,0.5,2.4e-10,2.0,0.6,0.35,False,15.943572785410987
system,e0d50_a2d4_n2_tp0d6_w0d35,MACS0429,0.5,2.4e-10,2.0,0.6,0.35,False,9.19059269155278
aggregate,e0d50_a2d4_n2_tp0d6_w0d35,selection,0.5,2.4e-10,2.0,0.6,0.35,False,13.01277270964419
system,e0d50_a2d4_n2_tp0d6_w0d50,MACS0329,0.5,2.4e-10,2.0,0.6,0.5,False,15.9352842764894
system,e0d50_a2d4_n2_tp0d6_w0d50,MACS0429,0.5,2.4e-10,2.0,0.6,0.5,False,9.17101993428982
aggregate,e0d50_a2d4_n2_tp0d6_w0d50,selection,0.5,2.4e-10,2.0,0.6,0.5,False,13.000786353287857
system,e0d50_a2d4_n4_tm0d6_w0d20,MACS0329,0.5,2.4e-10,4.0,-0.6,0.2,False,15.969206960801227
system,e0d50_a2d4_n4_tm0d6_w0d20,MACS0429,0.5,2.4e-10,4.0,-0.6,0.2,False,9.220593752429748
aggregate,e0d50_a2d4_n4_tm0d6_w0d20,selection,0.5,2.4e-10,4.0,-0.6,0.2,False,13.039074355648273
system,e0d50_a2d4_n4_tm0d6_w0d35,MACS0329,0.5,2.4e-10,4.0,-0.6,0.35,False,15.976385963305637
system,e0d50_a2d4_n4_tm0d6_w0d35,MACS0429,0.5,2.4e-10,4.0,-0.6,0.35,False,9.242815403343025
aggregate,e0d50_a2d4_n4_tm0d6_w0d35,selection,0.5,2.4e-10,4.0,-0.6,0.35,False,13.051332212245317
system,e0d50_a2d4_n4_tm0d6_w0d50,MACS0329,0.5,2.4e-10,4.0,-0.6,0.5,False,15.984608087534355
system,e0d50_a2d4_n4_tm0d6_w0d50,MACS0429,0.5,2.4e-10,4.0,-0.6,0.5,False,9.262694990193058
aggregate,e0d50_a2d4_n4_tm0d6_w0d50,selection,0.5,2.4e-10,4.0,-0.6,0.5,False,13.06340717794206
system,e0d50_a2d4_n4_tp0d0_w0d20,MACS0329,0.5,2.4e-10,4.0,0.0,0.2,False,15.95919252175336
system,e0d50_a2d4_n4_tp0d0_w0d20,MACS0429,0.5,2.4e-10,4.0,0.0,0.2,False,9.217860465461142
aggregate,e0d50_a2d4_n4_tp0d0_w0d20,selection,0.5,2.4e-10,4.0,0.0,0.2,False,13.031975627415436
system,e0d50_a2d4_n4_tp0d0_w0d35,MACS0329,0.5,2.4e-10,4.0,0.0,0.35,False,15.959182667327454
system,e0d50_a2d4_n4_tp0d0_w0d35,MACS0429,0.5,2.4e-10,4.0,0.0,0.35,False,9.217911749480358
aggregate,e0d50_a2d4_n4_tp0d0_w0d35,selection,0.5,2.4e-10,4.0,0.0,0.35,False,13.031987730778699
system,e0d50_a2d4_n4_tp0d0_w0d50,MACS0329,0.5,2.4e-10,4.0,0.0,0.5,False,15.95917826868583
system,e0d50_a2d4_n4_tp0d0_w0d50,MACS0429,0.5,2.4e-10,4.0,0.0,0.5,False,9.217914598600252
aggregate,e0d50_a2d4_n4_tp0d0_w0d50,selection,0.5,2.4e-10,4.0,0.0,0.5,False,13.031986045088862
system,e0d50_a2d4_n4_tp0d6_w0d20,MACS0329,0.5,2.4e-10,4.0,0.6,0.2,False,15.950514845155944
system,e0d50_a2d4_n4_tp0d6_w0d20,MACS0429,0.5,2.4e-10,4.0,0.6,0.2,False,9.213095404114759
aggregate,e0d50_a2d4_n4_tp0d6_w0d20,selection,0.5,2.4e-10,4.0,0.6,0.2,False,13.024976981762014
system,e0d50_a2d4_n4_tp0d6_w0d35,MACS0329,0.5,2.4e-10,4.0,0.6,0.35,False,15.943332472800066
system,e0d50_a2d4_n4_tp0d6_w0d35,MACS0429,0.5,2.4e-10,4.0,0.6,0.35,False,9.191040236915187
aggregate,e0d50_a2d4_n4_tp0d6_w0d35,selection,0.5,2.4e-10,4.0,0.6,0.35,False,13.012783541095946
system,e0d50_a2d4_n4_tp0d6_w0d50,MACS0329,0.5,2.4e-10,4.0,0.6,0.5,False,15.935113988577294
system,e0d50_a2d4_n4_tp0d6_w0d50,MACS0429,0.5,2.4e-10,4.0,0.6,0.5,False,9.171187614926298
aggregate,e0d50_a2d4_n4_tp0d6_w0d50,selection,0.5,2.4e-10,4.0,0.6,0.5,False,13.000741134587852
system,e0d75_a0d6_n1_tm0d6_w0d20,MACS0329,0.75,6e-11,1.0,-0.6,0.2,False,15.97802647404698
system,e0d75_a0d6_n1_tm0d6_w0d20,MACS0429,0.75,6e-11,1.0,-0.6,0.2,False,9.191970360189382
aggregate,e0d75_a0d6_n1_tm0d6_w0d20,selection,0.75,6e-11,1.0,-0.6,0.2,False,13.034370892144091
system,e0d75_a0d6_n1_tm0d6_w0d35,MACS0329,0.75,6e-11,1.0,-0.6,0.35,False,15.98791196373615
system,e0d75_a0d6_n1_tm0d6_w0d35,MACS0429,0.75,6e-11,1.0,-0.6,0.35,False,9.22114566506996
aggregate,e0d75_a0d6_n1_tm0d6_w0d35,selection,0.75,6e-11,1.0,-0.6,0.35,False,13.050725197026717
system,e0d75_a0d6_n1_tm0d6_w0d50,MACS0329,0.75,6e-11,1.0,-0.6,0.5,False,15.998782823213737
system,e0d75_a0d6_n1_tm0d6_w0d50,MACS0429,0.75,6e-11,1.0,-0.6,0.5,False,9.251413309191117
aggregate,e0d75_a0d6_n1_tm0d6_w0d50,selection,0.75,6e-11,1.0,-0.6,0.5,False,13.068085170403457
system,e0d75_a0d6_n1_tp0d0_w0d20,MACS0329,0.75,6e-11,1.0,0.0,0.2,False,15.968140102339003
system,e0d75_a0d6_n1_tp0d0_w0d20,MACS0429,0.75,6e-11,1.0,0.0,0.2,False,9.189685075065723
aggregate,e0d75_a0d6_n1_tp0d0_w0d20,selection,0.75,6e-11,1.0,0.0,0.2,False,13.027505711125457
system,e0d75_a0d6_n1_tp0d0_w0d35,MACS0329,0.75,6e-11,1.0,0.0,0.35,False,15.967349413634425
system,e0d75_a0d6_n1_tp0d0_w0d35,MACS0429,0.75,6e-11,1.0,0.0,0.35,False,9.192714453596974
aggregate,e0d75_a0d6_n1_tp0d0_w0d35,selection,0.75,6e-11,1.0,0.0,0.35,False,13.028089774070148
system,e0d75_a0d6_n1_tp0d0_w0d50,MACS0329,0.75,6e-11,1.0,0.0,0.5,False,15.96702771874251
system,e0d75_a0d6_n1_tp0d0_w0d50,MACS0429,0.75,6e-11,1.0,0.0,0.5,False,9.194629528405903
aggregate,e0d75_a0d6_n1_tp0d0_w0d50,selection,0.75,6e-11,1.0,0.0,0.5,False,13.02856834682394
system,e0d75_a0d6_n1_tp0d6_w0d20,MACS0329,0.75,6e-11,1.0,0.6,0.2,False,15.958729288052812
system,e0d75_a0d6_n1_tp0d6_w0d20,MACS0429,0.75,6e-11,1.0,0.6,0.2,False,9.186881855332558
aggregate,e0d75_a0d6_n1_tp0d6_w0d20,selection,0.75,6e-11,1.0,0.6,0.2,False,13.02074956969055
system,e0d75_a0d6_n1_tp0d6_w0d35,MACS0329,0.75,6e-11,1.0,0.6,0.35,False,15.947639472666282
system,e0d75_a0d6_n1_tp0d6_w0d35,MACS0429,0.75,6e-11,1.0,0.6,0.35,False,9.163267578893308
aggregate,e0d75_a0d6_n1_tp0d6_w0d35,selection,0.75,6e-11,1.0,0.6,0.35,False,13.005627195036404
system,e0d75_a0d6_n1_tp0d6_w0d50,MACS0329,0.75,6e-11,1.0,0.6,0.5,False,15.93630906229768
system,e0d75_a0d6_n1_tp0d6_w0d50,MACS0429,0.75,6e-11,1.0,0.6,0.5,False,9.136433719866664
aggregate,e0d75_a0d6_n1_tp0d6_w0d50,selection,0.75,6e-11,1.0,0.6,0.5,False,12.989233380892573
system,e0d75_a0d6_n2_tm0d6_w0d20,MACS0329,0.75,6e-11,2.0,-0.6,0.2,False,15.979029056753756
system,e0d75_a0d6_n2_tm0d6_w0d20,MACS0429,0.75,6e-11,2.0,-0.6,0.2,False,9.193017175756276
aggregate,e0d75_a0d6_n2_tm0d6_w0d20,selection,0.75,6e-11,2.0,-0.6,0.2,False,13.035354509761726
system,e0d75_a0d6_n2_tm0d6_w0d35,MACS0329,0.75,6e-11,2.0,-0.6,0.35,False,15.990094445410978
system,e0d75_a0d6_n2_tm0d6_w0d35,MACS0429,0.75,6e-11,2.0,-0.6,0.35,False,9.228729403508511
aggregate,e0d75_a0d6_n2_tm0d6_w0d35,selection,0.75,6e-11,2.0,-0.6,0.35,False,13.054741797070243
system,e0d75_a0d6_n2_tm0d6_w0d50,MACS0329,0.75,6e-11,2.0,-0.6,0.5,False,16.00209730197723
system,e0d75_a0d6_n2_tm0d6_w0d50,MACS0429,0.75,6e-11,2.0,-0.6,0.5,False,9.261576153447692
aggregate,e0d75_a0d6_n2_tm0d6_w0d50,selection,0.75,6e-11,2.0,-0.6,0.5,False,13.073712382258872
system,e0d75_a0d6_n2_tp0d0_w0d20,MACS0329,0.75,6e-11,2.0,0.0,0.2,False,15.96778410929993
system,e0d75_a0d6_n2_tp0d0_w0d20,MACS0429,0.75,6e-11,2.0,0.0,0.2,False,9.190145021982842
aggregate,e0d75_a0d6_n2_tp0d0_w0d20,selection,0.75,6e-11,2.0,0.0,0.2,False,13.027449767438894
system,e0d75_a0d6_n2_tp0d0_w0d35,MACS0329,0.75,6e-11,2.0,0.0,0.35,False,15.966481593915537
system,e0d75_a0d6_n2_tp0d0_w0d35,MACS0429,0.75,6e-11,2.0,0.0,0.35,False,9.195794906779419
aggregate,e0d75_a0d6_n2_tp0d0_w0d35,selection,0.75,6e-11,2.0,0.0,0.35,False,13.028644949809514
system,e0d75_a0d6_n2_tp0d0_w0d50,MACS0329,0.75,6e-11,2.0,0.0,0.5,False,15.966122894094877
system,e0d75_a0d6_n2_tp0d0_w0d50,MACS0429,0.75,6e-11,2.0,0.0,0.5,False,9.197807845000092
aggregate,e0d75_a0d6_n2_tp0d0_w0d50,selection,0.75,6e-11,2.0,0.0,0.5,False,13.029135608759429
system,e0d75_a0d6_n2_tp0d6_w0d20,MACS0329,0.75,6e-11,2.0,0.6,0.2,False,15.957133952169748
system,e0d75_a0d6_n2_tp0d6_w0d20,MACS0429,0.75,6e-11,2.0,0.6,0.2,False,9.186840464199713
aggregate,e0d75_a0d6_n2_tp0d6_w0d20,selection,0.75,6e-11,2.0,0.6,0.2,False,13.0197573265047
system,e0d75_a0d6_n2_tp0d6_w0d35,MACS0329,0.75,6e-11,2.0,0.6,0.35,False,15.944162448391596
system,e0d75_a0d6_n2_tp0d6_w0d35,MACS0429,0.75,6e-11,2.0,0.6,0.35,False,9.161171600689398
aggregate,e0d75_a0d6_n2_tp0d6_w0d35,selection,0.75,6e-11,2.0,0.6,0.35,False,13.002757039912316
system,e0d75_a0d6_n2_tp0d6_w0d50,MACS0329,0.75,6e-11,2.0,0.6,0.5,False,15.931663476428277
system,e0d75_a0d6_n2_tp0d6_w0d50,MACS0429,0.75,6e-11,2.0,0.6,0.5,False,9.131853212705815
aggregate,e0d75_a0d6_n2_tp0d6_w0d50,selection,0.75,6e-11,2.0,0.6,0.5,False,12.984772701602525
system,e0d75_a0d6_n4_tm0d6_w0d20,MACS0329,0.75,6e-11,4.0,-0.6,0.2,False,15.979864772778045
system,e0d75_a0d6_n4_tm0d6_w0d20,MACS0429,0.75,6e-11,4.0,-0.6,0.2,False,9.19696068779614
aggregate,e0d75_a0d6_n4_tm0d6_w0d20,selection,0.75,6e-11,4.0,-0.6,0.2,False,13.037257457938392
system,e0d75_a0d6_n4_tm0d6_w0d35,MACS0329,0.75,6e-11,4.0,-0.6,0.35,False,15.990962692103835
system,e0d75_a0d6_n4_tm0d6_w0d35,MACS0429,0.75,6e-11,4.0,-0.6,0.35,False,9.234887635331305
aggregate,e0d75_a0d6_n4_tm0d6_w0d35,selection,0.75,6e-11,4.0,-0.6,0.35,False,13.05745069792438
system,e0d75_a0d6_n4_tm0d6_w0d50,MACS0329,0.75,6e-11,4.0,-0.6,0.5,False,16.003145322901922
system,e0d75_a0d6_n4_tm0d6_w0d50,MACS0429,0.75,6e-11,4.0,-0.6,0.5,False,9.265780653877133
aggregate,e0d75_a0d6_n4_tm0d6_w0d50,selection,0.75,6e-11,4.0,-0.6,0.5,False,13.075843210892392
system,e0d75_a0d6_n4_tp0d0_w0d20,MACS0329,0.75,6e-11,4.0,0.0,0.2,False,15.966737137691316
system,e0d75_a0d6_n4_tp0d0_w0d20,MACS0429,0.75,6e-11,4.0,0.0,0.2,False,9.193312349390562
aggregate,e0d75_a0d6_n4_tp0d0_w0d20,selection,0.75,6e-11,4.0,0.0,0.2,False,13.027925521309754
system,e0d75_a0d6_n4_tp0d0_w0d35,MACS0329,0.75,6e-11,4.0,0.0,0.35,False,15.965773362517108
system,e0d75_a0d6_n4_tp0d0_w0d35,MACS0429,0.75,6e-11,4.0,0.0,0.35,False,9.198847556721242
aggregate,e0d75_a0d6_n4_tp0d0_w0d35,selection,0.75,6e-11,4.0,0.0,0.35,False,13.029288457837158
system,e0d75_a0d6_n4_tp0d0_w0d50,MACS0329,0.75,6e-11,4.0,0.0,0.5,False,15.965421276964056
system,e0d75_a0d6_n4_tp0d0_w0d50,MACS0429,0.75,6e-11,4.0,0.0,0.5,False,9.199254013397246
aggregate,e0d75_a0d6_n4_tp0d0_w0d50,selection,0.75,6e-11,4.0,0.0,0.5,False,13.029216226503072
system,e0d75_a0d6_n4_tp0d6_w0d20,MACS0329,0.75,6e-11,4.0,0.6,0.2,False,15.954697373335915
system,e0d75_a0d6_n4_tp0d6_w0d20,MACS0429,0.75,6e-11,4.0,0.6,0.2,False,9.18856047546509
aggregate,e0d75_a0d6_n4_tp0d6_w0d20,selection,0.75,6e-11,4.0,0.6,0.2,False,13.018871147031357
system,e0d75_a0d6_n4_tp0d6_w0d35,MACS0329,0.75,6e-11,4.0,0.6,0.35,False,15.942261931187609
system,e0d75_a0d6_n4_tp0d6_w0d35,MACS0429,0.75,6e-11,4.0,0.6,0.35,False,9.160282330753542
aggregate,e0d75_a0d6_n4_tp0d6_w0d35,selection,0.75,6e-11,4.0,0.6,0.35,False,13.001278549852495
system,e0d75_a0d6_n4_tp0d6_w0d50,MACS0329,0.75,6e-11,4.0,0.6,0.5,False,15.929595132301984
system,e0d75_a0d6_n4_tp0d6_w0d50,MACS0429,0.75,6e-11,4.0,0.6,0.5,False,9.130140428884147
aggregate,e0d75_a0d6_n4_tp0d6_w0d50,selection,0.75,6e-11,4.0,0.6,0.5,False,12.982901550312315
system,e0d75_a1d2_n1_tm0d6_w0d20,MACS0329,0.75,1.2e-10,1.0,-0.6,0.2,False,15.97896374889864
system,e0d75_a1d2_n1_tm0d6_w0d20,MACS0429,0.75,1.2e-10,1.0,-0.6,0.2,False,9.196045051899407
aggregate,e0d75_a1d2_n1_tm0d6_w0d20,selection,0.75,1.2e-10,1.0,-0.6,0.2,False,13.036382302716893
system,e0d75_a1d2_n1_tm0d6_w0d35,MACS0329,0.75,1.2e-10,1.0,-0.6,0.35,False,15.989287329341447
system,e0d75_a1d2_n1_tm0d6_w0d35,MACS0429,0.75,1.2e-10,1.0,-0.6,0.35,False,9.22768783719175
aggregate,e0d75_a1d2_n1_tm0d6_w0d35,selection,0.75,1.2e-10,1.0,-0.6,0.35,False,13.053879349084232
system,e0d75_a1d2_n1_tm0d6_w0d50,MACS0329,0.75,1.2e-10,1.0,-0.6,0.5,False,16.000836153005203
system,e0d75_a1d2_n1_tm0d6_w0d50,MACS0429,0.75,1.2e-10,1.0,-0.6,0.5,False,9.258143527294571
aggregate,e0d75_a1d2_n1_tm0d6_w0d50,selection,0.75,1.2e-10,1.0,-0.6,0.5,False,13.071724812879605
system,e0d75_a1d2_n1_tp0d0_w0d20,MACS0329,0.75,1.2e-10,1.0,0.0,0.2,False,15.967020276089908
system,e0d75_a1d2_n1_tp0d0_w0d20,MACS0429,0.75,1.2e-10,1.0,0.0,0.2,False,9.193011287635397
aggregate,e0d75_a1d2_n1_tp0d0_w0d20,selection,0.75,1.2e-10,1.0,0.0,0.2,False,13.027992804566214
system,e0d75_a1d2_n1_tp0d0_w0d35,MACS0329,0.75,1.2e-10,1.0,0.0,0.35,False,15.966427570291847
system,e0d75_a1d2_n1_tp0d0_w0d35,MACS0429,0.75,1.2e-10,1.0,0.0,0.35,False,9.195384202767857
aggregate,e0d75_a1d2_n1_tp0d0_w0d35,selection,0.75,1.2e-10,1.0,0.0,0.35,False,13.028466908924631
system,e0d75_a1d2_n1_tp0d0_w0d50,MACS0329,0.75,1.2e-10,1.0,0.0,0.5,False,15.966206365407249
system,e0d75_a1d2_n1_tp0d0_w0d50,MACS0429,0.75,1.2e-10,1.0,0.0,0.5,False,9.196658534607753
aggregate,e0d75_a1d2_n1_tp0d0_w0d50,selection,0.75,1.2e-10,1.0,0.0,0.5,False,13.028781100028977
system,e0d75_a1d2_n1_tp0d6_w0d20,MACS0329,0.75,1.2e-10,1.0,0.6,0.2,False,15.956053366159482
system,e0d75_a1d2_n1_tp0d6_w0d20,MACS0429,0.75,1.2e-10,1.0,0.6,0.2,False,9.188801245966891
aggregate,e0d75_a1d2_n1_tp0d6_w0d20,selection,0.75,1.2e-10,1.0,0.6,0.2,False,13.019787005969262
system,e0d75_a1d2_n1_tp0d6_w0d35,MACS0329,0.75,1.2e-10,1.0,0.6,0.35,False,15.944877278806269
system,e0d75_a1d2_n1_tp0d6_w0d35,MACS0429,0.75,1.2e-10,1.0,0.6,0.35,False,9.161456987734672
aggregate,e0d75_a1d2_n1_tp0d6_w0d35,selection,0.75,1.2e-10,1.0,0.6,0.35,False,13.00329584325268
system,e0d75_a1d2_n1_tp0d6_w0d50,MACS0329,0.75,1.2e-10,1.0,0.6,0.5,False,15.933032768758235
system,e0d75_a1d2_n1_tp0d6_w0d50,MACS0429,0.75,1.2e-10,1.0,0.6,0.5,False,9.13327184629516
aggregate,e0d75_a1d2_n1_tp0d6_w0d50,selection,0.75,1.2e-10,1.0,0.6,0.5,False,12.986111577925309
system,e0d75_a1d2_n2_tm0d6_w0d20,MACS0329,0.75,1.2e-10,2.0,-0.6,0.2,False,15.979816224568584
system,e0d75_a1d2_n2_tm0d6_w0d20,MACS0429,0.75,1.2e-10,2.0,-0.6,0.2,False,9.199784875483582
aggregate,e0d75_a1d2_n2_tm0d6_w0d20,selection,0.75,1.2e-10,2.0,-0.6,0.2,False,13.038223965060613
system,e0d75_a1d2_n2_tm0d6_w0d35,MACS0329,0.75,1.2e-10,2.0,-0.6,0.35,False,15.990646021761432
system,e0d75_a1d2_n2_tm0d6_w0d35,MACS0429,0.75,1.2e-10,2.0,-0.6,0.35,False,9.234277629686245
aggregate,e0d75_a1d2_n2_tm0d6_w0d35,selection,0.75,1.2e-10,2.0,-0.6,0.35,False,13.057041080110732
system,e0d75_a1d2_n2_tm0d6_w0d50,MACS0329,0.75,1.2e-10,2.0,-0.6,0.5,False,16.002872227412425
system,e0d75_a1d2_n2_tm0d6_w0d50,MACS0429,0.75,1.2e-10,2.0,-0.6,0.5,False,9.264981573414508
aggregate,e0d75_a1d2_n2_tm0d6_w0d50,selection,0.75,1.2e-10,2.0,-0.6,0.5,False,13.07539297846528
system,e0d75_a1d2_n2_tp0d0_w0d20,MACS0329,0.75,1.2e-10,2.0,0.0,0.2,False,15.96594659399436
system,e0d75_a1d2_n2_tp0d0_w0d20,MACS0429,0.75,1.2e-10,2.0,0.0,0.2,False,9.196146881741207
aggregate,e0d75_a1d2_n2_tp0d0_w0d20,selection,0.75,1.2e-10,2.0,0.0,0.2,False,13.0284413517665
system,e0d75_a1d2_n2_tp0d0_w0d35,MACS0329,0.75,1.2e-10,2.0,0.0,0.35,False,15.965482764222065
system,e0d75_a1d2_n2_tp0d0_w0d35,MACS0429,0.75,1.2e-10,2.0,0.0,0.35,False,9.198301542264081
aggregate,e0d75_a1d2_n2_tp0d0_w0d35,selection,0.75,1.2e-10,2.0,0.0,0.35,False,13.028917667194953
system,e0d75_a1d2_n2_tp0d0_w0d50,MACS0329,0.75,1.2e-10,2.0,0.0,0.5,False,15.965346117543483
system,e0d75_a1d2_n2_tp0d0_w0d50,MACS0429,0.75,1.2e-10,2.0,0.0,0.5,False,9.198874896910533
aggregate,e0d75_a1d2_n2_tp0d0_w0d50,selection,0.75,1.2e-10,2.0,0.0,0.5,False,13.029036342377198
system,e0d75_a1d2_n2_tp0d6_w0d20,MACS0329,0.75,1.2e-10,2.0,0.6,0.2,False,15.95360521838365
system,e0d75_a1d2_n2_tp0d6_w0d20,MACS0429,0.75,1.2e-10,2.0,0.6,0.2,False,9.190600583818147
aggregate,e0d75_a1d2_n2_tp0d6_w0d20,selection,0.75,1.2e-10,2.0,0.6,0.2,False,13.018921970641742
system,e0d75_a1d2_n2_tp0d6_w0d35,MACS0329,0.75,1.2e-10,2.0,0.6,0.35,False,15.942147270868187
system,e0d75_a1d2_n2_tp0d6_w0d35,MACS0429,0.75,1.2e-10,2.0,0.6,0.35,False,9.159957711060354
aggregate,e0d75_a1d2_n2_tp0d6_w0d35,selection,0.75,1.2e-10,2.0,0.6,0.35,False,13.001093893870316
system,e0d75_a1d2_n2_tp0d6_w0d50,MACS0329,0.75,1.2e-10,2.0,0.6,0.5,False,15.929756176346936
system,e0d75_a1d2_n2_tp0d6_w0d50,MACS0429,0.75,1.2e-10,2.0,0.6,0.5,False,9.13028993555042
aggregate,e0d75_a1d2_n2_tp0d6_w0d50,selection,0.75,1.2e-10,2.0,0.6,0.5,False,12.983052918036588
system,e0d75_a1d2_n4_tm0d6_w0d20,MACS0329,0.75,1.2e-10,4.0,-0.6,0.2,False,15.98005152005487
system,e0d75_a1d2_n4_tm0d6_w0d20,MACS0429,0.75,1.2e-10,4.0,-0.6,0.2,False,9.20263073417229
aggregate,e0d75_a1d2_n4_tm0d6_w0d20,selection,0.75,1.2e-10,4.0,-0.6,0.2,False,13.039372281922553
system,e0d75_a1d2_n4_tm0d6_w0d35,MACS0329,0.75,1.2e-10,4.0,-0.6,0.35,False,15.990805001104654
system,e0d75_a1d2_n4_tm0d6_w0d35,MACS0429,0.75,1.2e-10,4.0,-0.6,0.35,False,9.236260010134476
aggregate,e0d75_a1d2_n4_tm0d6_w0d35,selection,0.75,1.2e-10,4.0,-0.6,0.35,False,13.057839475927151
system,e0d75_a1d2_n4_tm0d6_w0d50,MACS0329,0.75,1.2e-10,4.0,-0.6,0.5,False,16.003117994448132
system,e0d75_a1d2_n4_tm0d6_w0d50,MACS0429,0.75,1.2e-10,4.0,-0.6,0.5,False,9.266147649240452
aggregate,e0d75_a1d2_n4_tm0d6_w0d50,selection,0.75,1.2e-10,4.0,-0.6,0.5,False,13.075956519539096
system,e0d75_a1d2_n4_tp0d0_w0d20,MACS0329,0.75,1.2e-10,4.0,0.0,0.2,False,15.965148697845782
system,e0d75_a1d2_n4_tp0d0_w0d20,MACS0429,0.75,1.2e-10,4.0,0.0,0.2,False,9.198805296284311
aggregate,e0d75_a1d2_n4_tp0d0_w0d20,selection,0.75,1.2e-10,4.0,0.0,0.2,False,13.028890816628927
system,e0d75_a1d2_n4_tp0d0_w0d35,MACS0329,0.75,1.2e-10,4.0,0.0,0.35,False,15.965071269202145
system,e0d75_a1d2_n4_tp0d0_w0d35,MACS0429,0.75,1.2e-10,4.0,0.0,0.35,False,9.199211184643021
aggregate,e0d75_a1d2_n4_tp0d0_w0d35,selection,0.75,1.2e-10,4.0,0.0,0.35,False,13.02898666532369
system,e0d75_a1d2_n4_tp0d0_w0d50,MACS0329,0.75,1.2e-10,4.0,0.0,0.5,False,15.965036982747923
system,e0d75_a1d2_n4_tp0d0_w0d50,MACS0429,0.75,1.2e-10,4.0,0.0,0.5,False,9.199233939465651
aggregate,e0d75_a1d2_n4_tp0d0_w0d50,selection,0.75,1.2e-10,4.0,0.0,0.5,False,13.028973691997495
system,e0d75_a1d2_n4_tp0d6_w0d20,MACS0329,0.75,1.2e-10,4.0,0.6,0.2,False,15.952229250725125
system,e0d75_a1d2_n4_tp0d6_w0d20,MACS0429,0.75,1.2e-10,4.0,0.6,0.2,False,9.192324267955026
aggregate,e0d75_a1d2_n4_tp0d6_w0d20,selection,0.75,1.2e-10,4.0,0.6,0.2,False,13.01868740532096
system,e0d75_a1d2_n4_tp0d6_w0d35,MACS0329,0.75,1.2e-10,4.0,0.6,0.35,False,15.941403877885225
system,e0d75_a1d2_n4_tp0d6_w0d35,MACS0429,0.75,1.2e-10,4.0,0.6,0.35,False,9.15954105399605
