candidate_id,gate_mode,return_length_over_R80,width_over_R80,route_mode,route_fraction_multiplier,outer_RMSE_km_s,outer_equal_galaxy_RMSE_km_s,outer_mean_residual_km_s,galaxies_improved_vs_Newtonian,galaxy_improved_fraction
K0080,none,0.5,0.18,radial_arc_0.5,1.0,74.04257526964025,68.60238450718231,-68.61647211437875,1,0.007633587786259542
K0055,none,0.36,0.23,radial_arc_0.5,0.75,74.23027784869706,68.74478179805571,-68.8163426719822,1,0.007633587786259542
K0092,none,0.5,0.23,radial_arc_0.5,1.0,74.33294848584086,68.86054467575252,-68.9250998239372,1,0.007633587786259542
K0067,none,0.36,0.28,radial_arc_0.5,0.75,74.47438976008924,68.96283802351265,-69.06782620433724,0,0.0
K0007,none,0.25,0.18,radial_arc_0.5,0.75,74.62387503991975,69.18899786506564,-69.31449225921764,1,0.007633587786259542
K0104,none,0.5,0.28,radial_arc_0.5,1.0,74.68566941146423,69.17924549960716,-69.29576079894288,1,0.007633587786259542
K0019,none,0.25,0.23,radial_arc_0.5,0.75,74.81180334878724,69.35125438816982,-69.50056945579205,1,0.007633587786259542
K0044,none,0.36,0.18,radial_arc_0.5,1.0,74.96575065874097,69.57037125379702,-69.71103951208018,3,0.022900763358778626
K0031,none,0.25,0.28,radial_arc_0.5,0.75,75.04476708660764,69.55505485034395,-69.73107252949231,0,0.0
K0056,none,0.36,0.23,radial_arc_0.5,1.0,75.2448490778358,69.81299305343754,-69.99303827314361,1,0.007633587786259542
K0068,none,0.36,0.28,radial_arc_0.5,1.0,75.58739169077211,70.11602282988176,-70.33704895632034,0,0.0
K0008,none,0.25,0.18,radial_arc_0.5,1.0,75.81608911791098,70.45606730438347,-70.692810456211,2,0.015267175572519083
K0020,none,0.25,0.23,radial_arc_0.5,1.0,76.07804587342412,70.67918357234564,-70.94557872906032,1,0.007633587786259542
K0032,none,0.25,0.28,radial_arc_0.5,1.0,76.40469109938623,70.96169692697208,-71.26046029322946,0,0.0
