galaxy,split,law,radius_kpc,observed_velocity_km_s,predicted_velocity_km_s,gbar_m_s2,gobs_m_s2,predicted_acceleration_m_s2,log_residual_dex
UGC05253,train,baryons,6.85,246.0,209.49691078867963,2.0764148677525064e-10,2.863051087299492e-10,2.0764148677525064e-10,0.13951496759565302
UGC05253,train,baryons,6.97,246.0,208.7603491326837,2.0263418112078383e-10,2.813758959541108e-10,2.0263418112078383e-10,0.14257418520271017
UGC05253,train,baryons,7.1,246.0,208.006741525365,1.9749037184345614e-10,2.762239429295989e-10,1.9749037184345614e-10,0.14571539274450618
UGC05253,train,baryons,7.23,246.0,207.33139721228906,1.9268207132930429e-10,2.7125726069158394e-10,1.9268207132930429e-10,0.14854006536359532
UGC05253,train,baryons,8.32,246.0,202.03091006081223,1.589870564754058e-10,2.357199512980952e-10,1.589870564754058e-10,0.17103457390881158
UGC05253,train,baryons,10.0,245.0,192.82045205319898,1.2049128837378507e-10,1.9452777684889804e-10,1.2049128837378507e-10,0.2080259753343153
UGC05253,train,baryons,11.61,245.0,185.6953796678851,9.625414291043412e-11,1.6755191804383984e-10,9.625414291043412e-11,0.2407299725548893
UGC05253,train,baryons,13.35,246.0,175.14842591356623,7.446988210019724e-11,1.4690561758802637e-10,7.446988210019724e-11,0.29505773700980237
UGC05253,train,baryons,14.98,245.0,166.32605364163484,5.984918048698896e-11,1.298583290046048e-10,5.984918048698896e-11,0.3364116021414882
UGC05253,train,baryons,16.61,245.0,159.2023344678086,4.9451410765604507e-11,1.1711485662185312e-10,4.9451410765604507e-11,0.3744333052542301
UGC05253,train,baryons,18.34,245.0,153.6599568853252,4.172261663851267e-11,1.0606749010299783e-10,4.172261663851267e-11,0.4052107547378947
UGC05253,train,baryons,19.97,245.0,149.96958184912032,3.649872982326294e-11,9.74100034295934e-11,3.649872982326294e-11,0.4263258076138964
UGC05253,train,baryons,21.6,245.0,146.17462553398246,3.20582405648332e-11,9.00591559485639e-11,3.20582405648332e-11,0.4485881888341898
UGC05253,train,baryons,23.33,244.0,142.8509850508564,2.8346614328495546e-11,8.270168700229736e-11,2.8346614328495546e-11,0.465013173730991
UGC05253,train,baryons,26.7,243.0,136.85473265473868,2.2733056672573672e-11,7.167220084734094e-11,2.2733056672573672e-11,0.49869290599446103
UGC05253,train,baryons,29.95,239.0,130.7667299812915,1.850321330608532e-11,6.180853215103559e-11,1.850321330608532e-11,0.5238012745230919
UGC05253,train,baryons,33.32,231.0,124.59677174790686,1.5099342702159394e-11,5.1900127150072256e-11,1.5099342702159394e-11,0.5362103796361068
UGC05253,train,baryons,36.68,219.0,119.38335352971117,1.2592375806233767e-11,4.2374867911952347e-11,1.2592375806233767e-11,0.5270006811889199
UGC05253,train,baryons,39.94,210.0,114.567780025625,1.0650411550239697e-11,3.578326656597309e-11,1.0650411550239697e-11,0.5263135937254818
UGC05253,train,baryons,43.3,210.0,110.49971027111339,9.138687716360315e-12,3.300655119272437e-11,9.138687716360315e-12,0.557716310852216
UGC05253,train,baryons,46.67,212.0,107.98105792221152,8.096676919371042e-12,3.120925313580192e-11,8.096676919371042e-12,0.5859765657235982
UGC05253,train,baryons,49.92,213.0,106.13637491454097,7.31313143034913e-12,2.9453308410016307e-11,7.31313143034913e-12,0.6050307064203255
UGC05253,train,baryons,53.29,218.0,103.10011736171788,6.464308194732504e-12,2.8901256324179772e-11,6.464308194732504e-12,0.6503946679027499
UGC05253,train,li2018_rar_mond,0.25,233.0,185.23599457935083,4.437788184396643e-09,7.037546673785805e-09,4.4479532007640886e-09,0.1992610789986173
UGC05253,train,li2018_rar_mond,0.38,234.0,213.47644997510037,3.873314558750324e-09,4.669792388758307e-09,3.886563808914456e-09,0.07973177071161576
UGC05253,train,li2018_rar_mond,0.51,235.0,226.80854020936482,3.250928628579193e-09,3.5092556129326485e-09,3.268873281783006e-09,0.03081691778804692
UGC05253,train,li2018_rar_mond,0.63,236.0,233.5198340656218,2.782416439121881e-09,2.865054655633228e-09,2.8051523434124596e-09,0.00917645918148279
UGC05253,train,li2018_rar_mond,0.76,237.0,236.47463635645397,2.3561628746099946e-09,2.395149104063165e-09,2.384542103377886e-09,0.0019275594298183518
UGC05253,train,li2018_rar_mond,0.89,238.0,238.21419359003335,2.0325926691373027e-09,2.062592158104344e-09,2.0663063834865142e-09,-0.000781355127467235
UGC05253,train,li2018_rar_mond,1.01,239.0,240.27673221508476,1.8145438790823634e-09,1.8328371662609067e-09,1.852471412953071e-09,-0.004627631847574763
UGC05253,train,li2018_rar_mond,1.14,240.0,241.3400309244904,1.613464636099175e-09,1.6374463778245216e-09,1.6557826651595131e-09,-0.004836244668664295
UGC05253,train,li2018_rar_mond,1.27,240.0,240.99956664222137,1.4354566854146288e-09,1.4698337564724048e-09,1.4821025589123957e-09,-0.0036100398587972198
UGC05253,train,li2018_rar_mond,1.39,241.0,242.06163104313427,1.3163276725903116e-09,1.3541561288504904e-09,1.3661128143820586e-09,-0.0038178254410792035
UGC05253,train,li2018_rar_mond,1.52,242.0,242.67804069990976,1.2026817767068816e-09,1.2486381467567092e-09,1.2556448701643354e-09,-0.002430227919135678
UGC05253,train,li2018_rar_mond,1.65,242.0,242.59026940489798,1.0998919951561526e-09,1.15026059580012e-09,1.1558787088379022e-09,-0.002116021623648798
UGC05253,train,li2018_rar_mond,1.77,243.0,242.42181401416389,1.0175137047747318e-09,1.0811569280361599e-09,1.0760181123840191e-09,0.0020691538341407797
UGC05253,train,li2018_rar_mond,1.9,244.0,242.3406809534506,9.408110146468043e-10,1.0154896619808408e-09,1.0017249746522068e-09,0.005927004917306422
UGC05253,train,li2018_rar_mond,2.03,244.0,242.43053037633564,8.752580579667544e-10,9.504583043170431e-10,9.382704527435323e-10,0.005605029452625179
UGC05253,train,li2018_rar_mond,2.16,244.0,242.72725352703017,8.191328298265147e-10,8.932547952609247e-10,8.839603543578625e-10,0.004542568971992191
UGC05253,train,li2018_rar_mond,2.28,245.0,243.34930996672531,7.754906371415737e-10,8.531920037232371e-10,8.417339536659379e-10,0.005871930508731575
UGC05253,train,li2018_rar_mond,2.41,245.0,244.30375389798294,7.350353351209537e-10,8.071691985431453e-10,8.025880567229561e-10,0.0024718882029509787
UGC05253,train,li2018_rar_mond,2.54,246.0,245.53659887308245,7.005545277166053e-10,7.721220451969102e-10,7.692158238807378e-10,0.0016377426414526737
UGC05253,train,li2018_rar_mond,2.66,246.0,246.67255342400608,6.717481237744957e-10,7.372894717293805e-10,7.413264180515094e-10,-0.002371444646051998
UGC05253,train,li2018_rar_mond,2.79,246.0,247.94713066778135,6.436459444769372e-10,7.029354820072229e-10,7.141072218974924e-10,-0.006847959485816315
UGC05253,train,li2018_rar_mond,2.92,247.0,249.06514058553861,6.172036628990385e-10,6.771119988688742e-10,6.884818540895972e-10,-0.007231988451343848
UGC05253,train,li2018_rar_mond,3.04,247.0,250.01138529563326,5.943694433431198e-10,6.503838936503661e-10,6.663393244260031e-10,-0.01052566649259154
UGC05253,train,li2018_rar_mond,3.17,247.0,250.84978246729318,5.70633809633713e-10,6.237119989580797e-10,6.433060711838259e-10,-0.013433550982814197
UGC05253,train,li2018_rar_mond,3.3,247.0,251.52001910582692,5.479457619869587e-10,5.991415262718524e-10,6.212703530116247e-10,-0.015751208178581264
UGC05253,train,li2018_rar_mond,3.42,247.0,251.97084805146605,5.277352305538008e-10,5.781190165781032e-10,6.01622325541971e-10,-0.017306688831523614
UGC05253,train,li2018_rar_mond,3.55,248.0,252.31849745939255,5.067418758507345e-10,5.614672941351725e-10,5.811915364747145e-10,-0.01499481794057733
UGC05253,train,li2018_rar_mond,3.68,248.0,252.8671610081647,4.881753847273575e-10,5.416328516793103e-10,5.631012630097008e-10,-0.016881503687461698
UGC05253,train,li2018_rar_mond,3.8,248.0,253.20150977855496,4.714262858518995e-10,5.245286563631217e-10,5.467621468013926e-10,-0.018029220236784167
UGC05253,train,li2018_rar_mond,3.93,248.0,253.3535915736564,4.535612263195736e-10,5.071778356691762e-10,5.293111407655636e-10,-0.01855076891899977
UGC05253,train,li2018_rar_mond,4.06,248.0,253.4395298771174,4.3659227295715603e-10,4.909381512758282e-10,5.127104034242821e-10,-0.018845346960849645
UGC05253,train,li2018_rar_mond,4.18,248.0,253.36117104689512,4.212562548257876e-10,4.768442330573834e-10,4.976835525316136e-10,-0.01857675374238671
UGC05253,train,li2018_rar_mond,4.31,248.0,253.189790956001,4.052970667199011e-10,4.6246146036655745e-10,4.820194524274817e-10,-0.01798901875652096
UGC05253,train,li2018_rar_mond,4.44,248.0,252.9883838785771,3.901883099249732e-10,4.4892092211258154e-10,4.671621474341367e-10,-0.017297799803936205
UGC05253,train,li2018_rar_mond,4.56,248.0,252.72344765447357,3.767439596813008e-10,4.3710721363593477e-10,4.5391620475687535e-10,-0.016387713517348235
UGC05253,train,li2018_rar_mond,4.69,248.0,252.37251903147236,3.627588746773357e-10,4.2499123543280645e-10,4.401094940514175e-10,-0.01518076355863666
UGC05253,train,li2018_rar_mond,4.82,248.0,252.02477902652362,3.49570014615744e-10,4.135288162198884e-10,4.2706000597120955e-10,-0.013983123604621674
UGC05253,train,li2018_rar_mond,4.94,248.0,251.6564236020192,3.3788112576423235e-10,4.034835818177858e-10,4.154689252940666e-10,-0.012712679077990435
UGC05253,train,li2018_rar_mond,4.99,248.0,251.496670288979,3.331639594777666e-10,3.9944066015628504e-10,4.1078387584139064e-10,-0.012161117451973475
UGC05253,train,li2018_rar_mond,5.07,248.0,251.22531846516907,3.2576886894803454e-10,3.931378489506632e-10,4.0343010782259184e-10,-0.011223449207368962
UGC05253,train,li2018_rar_mond,5.2,248.0,250.75608771458883,3.141738969722088e-10,3.8330940272689664e-10,3.918763748949187e-10,-0.009599609100454846
UGC05253,train,li2018_rar_mond,5.45,247.0,249.87753367579637,2.935876948683127e-10,3.6278294251323167e-10,3.7128497437048745e-10,-0.010060514983349415
UGC05253,train,li2018_rar_mond,5.58,247.0,249.33341768726854,2.8340406076625035e-10,3.543310101607729e-10,3.610573879843102e-10,-0.008167073629429943
UGC05253,train,li2018_rar_mond,5.7,247.0,248.83873381349537,2.744653406682763e-10,3.4687140994686185e-10,3.5205503895554774e-10,-0.006442059120830967
UGC05253,train,li2018_rar_mond,5.83,247.0,248.1828417300768,2.6489905903472596e-10,3.3913671298406735e-10,3.4239262848725264e-10,-0.004149599461763037
UGC05253,train,li2018_rar_mond,6.47,247.0,245.72744932322453,2.257064995395127e-10,3.05589959304036e-10,3.024492552334578e-10,0.0044865612127899905
UGC05253,train,li2018_rar_mond,6.59,246.0,245.42275568599052,2.1963950472867447e-10,2.976009096813584e-10,2.9620589439417806e-10,0.0020405578104341067
UGC05253,train,li2018_rar_mond,6.66,246.0,245.28403943418812,2.1630001871291938e-10,2.94472972192215e-10,2.9276139305777857e-10,0.002531634803146757
UGC05253,train,li2018_rar_mond,6.72,246.0,245.12578122299578,2.1340748338460948e-10,2.918437492262131e-10,2.8977316431609096e-10,0.0030922326323701782
UGC05253,train,li2018_rar_mond,6.85,246.0,244.9226169893093,2.0764148677525064e-10,2.863051087299492e-10,2.8380279334086153e-10,0.0038124317881032383
UGC05253,train,li2018_rar_mond,6.97,246.0,244.7846978369325,2.0263418112078383e-10,2.813758959541108e-10,2.7860262718462123e-10,0.004301683441866396
UGC05253,train,li2018_rar_mond,7.1,246.0,244.669917456181,1.9749037184345614e-10,2.762239429295989e-10,2.7324502092556217e-10,0.004709063291579951
UGC05253,train,li2018_rar_mond,7.23,246.0,244.61970077424053,1.9268207132930429e-10,2.7125726069158394e-10,2.6822176664721737e-10,0.004887353017175694
UGC05253,train,li2018_rar_mond,8.32,246.0,244.33602114782528,1.589870564754058e-10,2.357199512980952e-10,2.3254185004478263e-10,0.005895219412271172
UGC05253,train,li2018_rar_mond,10.0,245.0,242.37907702650162,1.2049128837378507e-10,1.9452777684889804e-10,1.9038806041370324e-10,0.009341914012206628
UGC05253,train,li2018_rar_mond,11.61,245.0,241.4191444230139,9.625414291043412e-11,1.6755191804383984e-10,1.6268992089360594e-10,0.012788755784658098
UGC05253,train,li2018_rar_mond,13.35,246.0,237.2200138622439,7.446988210019724e-11,1.4690561758802637e-10,1.366063359856097e-10,0.03156756030913194
UGC05253,train,li2018_rar_mond,14.98,245.0,233.70807227919113,5.984918048698896e-11,1.298583290046048e-10,1.1816396838985767e-10,0.04098474235484521
UGC05253,train,li2018_rar_mond,16.61,245.0,231.30375089200166,4.9451410765604507e-11,1.1711485662185312e-10,1.0438670118509114e-10,0.049966817770702485
UGC05253,train,li2018_rar_mond,18.34,245.0,230.22206342568288,4.172261663851267e-11,1.0606749010299783e-10,9.365781197102633e-11,0.05403828457364147
UGC05253,train,li2018_rar_mond,19.97,245.0,230.33650932735813,3.649872982326294e-11,9.74100034295934e-11,8.609877091824365e-11,0.053606606802017814
UGC05253,train,li2018_rar_mond,21.6,245.0,230.0852485561222,3.20582405648332e-11,9.00591559485639e-11,7.942793193089705e-11,0.0545546174069082
UGC05253,train,li2018_rar_mond,23.33,244.0,230.24479213893594,2.8346614328495546e-11,8.270168700229736e-11,7.364009625577458e-11,0.05040002115815645
UGC05253,train,li2018_rar_mond,26.7,243.0,230.37532019503675,2.2733056672573672e-11,7.167220084734094e-11,6.441842422684684e-11,0.04634064350337577
UGC05253,train,li2018_rar_mond,29.95,239.0,229.46770922044922,1.850321330608532e-11,6.180853215103559e-11,5.6976502718887985e-11,0.03535264170561573
UGC05253,train,li2018_rar_mond,33.32,231.0,228.00207161518915,1.5099342702159394e-11,5.1900127150072256e-11,5.056174430362841e-11,0.011346373792521585
UGC05253,train,li2018_rar_mond,36.68,219.0,226.9523998811373,1.2592375806233767e-11,4.2374867911952347e-11,4.5508203008997414e-11,-0.030981329316666747
UGC05253,train,li2018_rar_mond,39.94,210.0,225.7145246623521,1.0650411550239697e-11,3.578326656597309e-11,4.13390419681467e-11,-0.06268042392692634
UGC05253,train,li2018_rar_mond,43.3,210.0,225.01383346351662,9.138687716360315e-12,3.300655119272437e-11,3.7894832838157385e-11,-0.059979847752153835
UGC05253,train,li2018_rar_mond,46.67,212.0,225.7659909472946,8.096676919371042e-12,3.120925313580192e-11,3.53939225303023e-11,-0.054645320226240676
UGC05253,train,li2018_rar_mond,49.92,213.0,226.9267644890508,7.31313143034913e-12,2.9453308410016307e-11,3.343076541862669e-11,-0.05501223517368209
UGC05253,train,li2018_rar_mond,53.29,218.0,226.53558939970708,6.464308194732504e-12,2.8901256324179772e-11,3.12087673567511e-11,-0.03335989406006072
UGC05253,train,simple_mond,0.25,233.0,187.44572334844295,4.437788184396643e-09,7.037546673785805e-09,4.554707777944727e-09,0.18896076952660198
UGC05253,train,simple_mond,0.38,234.0,216.2933757641759,3.873314558750324e-09,4.669792388758307e-09,3.98981074777611e-09,0.06834527708050787
UGC05253,train,simple_mond,0.51,235.0,230.1807179465867,3.250928628579193e-09,3.5092556129326485e-09,3.3667987659267456e-09,0.017997843906688793
UGC05253,train,simple_mond,0.63,236.0,237.33844850922043,2.782416439121881e-09,2.865054655633228e-09,2.8976445052592595e-09,-0.004912192136218147
UGC05253,train,simple_mond,0.76,237.0,240.70419958921408,2.3561628746099946e-09,2.395149104063165e-09,2.470604326029142e-09,-0.01347064301685959
UGC05253,train,simple_mond,0.89,238.0,242.7779664133781,2.0325926691373027e-09,2.062592158104344e-09,2.1462385277600343e-09,-0.017264624504792495
UGC05253,train,simple_mond,1.01,239.0,245.09496320202445,1.8145438790823634e-09,1.8328371662609067e-09,1.9275109496602327e-09,-0.021872970946162
UGC05253,train,simple_mond,1.14,240.0,246.38010537726814,1.613464636099175e-09,1.6374463778245216e-09,1.7256625598620778e-09,-0.02278878984648542
UGC05253,train,simple_mond,1.27,240.0,246.20488572942162,1.4354566854146288e-09,1.4698337564724048e-09,1.5468174670933141e-09,-0.022170850357753694
UGC05253,train,simple_mond,1.39,241.0,247.39881729577618,1.3163276725903116e-09,1.3541561288504904e-09,1.4270194509053336e-09,-0.022761153107074293
UGC05253,train,simple_mond,1.52,242.0,248.12372069555784,1.2026817767068816e-09,1.2486381467567092e-09,1.3126303352107178e-09,-0.021705837895495253
UGC05253,train,simple_mond,1.65,242.0,248.1079481018554,1.0998919951561526e-09,1.15026059580012e-09,1.209057247422049e-09,-0.021650622149759605
UGC05253,train,simple_mond,1.77,243.0,247.98343802742923,1.0175137047747318e-09,1.0811569280361599e-09,1.12595631724785e-09,-0.01763280628256588
UGC05253,train,simple_mond,1.9,244.0,247.93262520719603,9.408110146468043e-10,1.0154896619808408e-09,1.0484873899990348e-09,-0.013887705135525178
UGC05253,train,simple_mond,2.03,244.0,248.04001709922596,8.752580579667544e-10,9.504583043170431e-10,9.821931978055135e-10,-0.014263852550606486
UGC05253,train,simple_mond,2.16,244.0,248.34587777310267,8.191328298265147e-10,8.932547952609247e-10,9.25357639929814e-10,-0.015334258628451218
UGC05253,train,simple_mond,2.28,245.0,248.97567125847925,7.754906371415737e-10,8.531920037232371e-10,8.811065539050497e-10,-0.013981655145945647
UGC05253,train,simple_mond,2.41,245.0,249.9382450881591,7.350353351209537e-10,8.071691985431453e-10,8.400358959745854e-10,-0.017333263571014716
UGC05253,train,simple_mond,2.54,246.0,251.18083127433383,7.005545277166053e-10,7.721220451969102e-10,8.049867369310016e-10,-0.01810277256824166
UGC05253,train,simple_mond,2.66,246.0,252.32182023512536,6.717481237744957e-10,7.372894717293805e-10,7.756707880023684e-10,-0.022039403736417384
UGC05253,train,simple_mond,2.79,246.0,253.59963557684497,6.436459444769372e-10,7.029354820072229e-10,7.470376695357688e-10,-0.026427036049548203
UGC05253,train,simple_mond,2.92,247.0,254.713325744044,6.172036628990385e-10,6.771119988688742e-10,7.200620724472153e-10,-0.026709426248236235
UGC05253,train,simple_mond,3.04,247.0,255.65066008463936,5.943694433431198e-10,6.503838936503661e-10,6.967383375933494e-10,-0.02989993028715197
UGC05253,train,simple_mond,3.17,247.0,256.4714180825935,5.70633809633713e-10,6.237119989580797e-10,6.724626052066667e-10,-0.03268403970066808
UGC05253,train,simple_mond,3.3,247.0,257.1165743239287,5.479457619869587e-10,5.991415262718524e-10,6.492256370903564e-10,-0.034866239807341284
UGC05253,train,simple_mond,3.42,247.0,257.53710854905063,5.277352305538008e-10,5.781190165781032e-10,6.284966679569829e-10,-0.03628572432788464
UGC05253,train,simple_mond,3.55,248.0,257.84557697391216,5.067418758507345e-10,5.614672941351725e-10,6.069326118766999e-10,-0.0338160103775491
UGC05253,train,simple_mond,3.68,248.0,258.3602119523094,4.881753847273575e-10,5.416328516793103e-10,5.878315617354958e-10,-0.03554790265892485
UGC05253,train,simple_mond,3.8,248.0,258.65631511141714,4.714262858518995e-10,5.245286563631217e-10,5.70574069356994e-10,-0.03654281075491839
UGC05253,train,simple_mond,3.93,248.0,258.7587131137032,4.535612263195736e-10,5.071778356691762e-10,5.521370233678503e-10,-0.03688660353638341
UGC05253,train,simple_mond,4.06,248.0,258.7916677422407,4.3659227295715603e-10,4.909381512758282e-10,5.345939011819231e-10,-0.03699721702543299
UGC05253,train,simple_mond,4.18,248.0,258.65809580450895,4.212562548257876e-10,4.768442330573834e-10,5.187108413657489e-10,-0.036548790446706655
UGC05253,train,simple_mond,4.31,248.0,258.4230960540767,4.052970667199011e-10,4.6246146036655745e-10,5.021515818908914e-10,-0.03575928888683637
UGC05253,train,simple_mond,4.44,248.0,258.156385834484,3.901883099249732e-10,4.4892092211258154e-10,4.864433037368112e-10,-0.034862383059256576
UGC05253,train,simple_mond,4.56,248.0,257.82790656894196,3.767439596813008e-10,4.3710721363593477e-10,4.724376024542332e-10,-0.033756483102096974
UGC05253,train,simple_mond,4.69,248.0,257.40549139538814,3.627588746773357e-10,4.2499123543280645e-10,4.5783841304857683e-10,-0.032332253843865844
UGC05253,train,simple_mond,4.82,248.0,256.9861941999778,3.49570014615744e-10,4.135288162198884e-10,4.4403990611846403e-10,-0.030916223968774505
UGC05253,train,simple_mond,4.94,248.0,256.54998711002617,3.3788112576423235e-10,4.034835818177858e-10,4.317839551875613e-10,-0.029440632689410794
UGC05253,train,simple_mond,4.99,248.0,256.36173859659135,3.331639594777666e-10,3.9944066015628504e-10,4.2683038244494737e-10,-0.028803054796883575
UGC05253,train,simple_mond,5.07,248.0,256.04424163702294,3.2576886894803454e-10,3.931378489506632e-10,4.1905547746616455e-10,-0.027726664586565856
UGC05253,train,simple_mond,5.2,248.0,255.49911371931853,3.141738969722088e-10,3.8330940272689664e-10,4.0684118172618594e-10,-0.025875434314651096
UGC05253,train,simple_mond,5.45,247.0,254.47635029151073,2.935876948683127e-10,3.6278294251323167e-10,3.8507720192775053e-10,-0.02590094843609014
UGC05253,train,simple_mond,5.58,247.0,253.8545755695086,2.8340406076625035e-10,3.543310101607729e-10,3.7427019825364476e-10,-0.023776084874309482
UGC05253,train,simple_mond,5.7,247.0,253.28895537982126,2.744653406682763e-10,3.4687140994686185e-10,3.647599141693136e-10,-0.02183859921909052
UGC05253,train,simple_mond,5.83,247.0,252.5522567499985,2.6489905903472596e-10,3.3913671298406735e-10,3.54554831015409e-10,-0.019308600727137307
UGC05253,train,simple_mond,6.47,247.0,249.738753253594,2.257064995395127e-10,3.05589959304036e-10,3.1240433578117485e-10,-0.009577972082442265
UGC05253,train,simple_mond,6.59,246.0,249.37491911796278,2.1963950472867447e-10,2.976009096813584e-10,3.0582260585582413e-10,-0.011835330137570236
UGC05253,train,simple_mond,6.66,246.0,249.20348662229765,2.1630001871291938e-10,2.94472972192215e-10,3.021923417722309e-10,-0.011238014337582085
UGC05253,train,simple_mond,6.72,246.0,249.01591244125274,2.1340748338460948e-10,2.918437492262131e-10,2.9904351006403604e-10,-0.01058398572466671
UGC05253,train,simple_mond,6.85,246.0,248.7550341581815,2.0764148677525064e-10,2.863051087299492e-10,2.9275386692764733e-10,-0.009673542799594122
UGC05253,train,simple_mond,6.97,246.0,248.566403629484,2.0263418112078383e-10,2.813758959541108e-10,2.8727744809424026e-10,-0.009014643380138307
UGC05253,train,simple_mond,7.1,246.0,248.3987394281284,1.9749037184345614e-10,2.762239429295989e-10,2.816371112873149e-10,-0.00842856090541072
UGC05253,train,simple_mond,7.23,246.0,248.29880429886006,1.9268207132930429e-10,2.7125726069158394e-10,2.763506012784114e-10,-0.008079042158452343
UGC05253,train,simple_mond,8.32,246.0,247.6330671875519,1.589870564754058e-10,2.357199512980952e-10,2.388599858400703e-10,-0.005747059528306311
UGC05253,train,simple_mond,10.0,245.0,245.13304649547595,1.2049128837378507e-10,1.9452777684889804e-10,1.9473910963539627e-10,-0.0004715565347337198
UGC05253,train,simple_mond,11.61,245.0,243.77756329969466,9.625414291043412e-11,1.6755191804383984e-10,1.6588407615603165e-10,0.004344705323767334
UGC05253,train,simple_mond,13.35,246.0,239.14832768199656,7.446988210019724e-11,1.4690561758802637e-10,1.3883625347778328e-10,0.024535517644191786
UGC05253,train,simple_mond,14.98,245.0,235.3192772191102,5.984918048698896e-11,1.298583290046048e-10,1.197988510731654e-10,0.03501715715677278
UGC05253,train,simple_mond,16.61,245.0,232.67731588011569,4.9451410765604507e-11,1.1711485662185312e-10,1.0563015395362979e-10,0.04482407829055377
UGC05253,train,simple_mond,18.34,245.0,231.4145875293996,4.172261663851267e-11,1.0606749010299783e-10,9.463059855179547e-11,0.04955070509965952
UGC05253,train,simple_mond,19.97,245.0,231.40555401049934,3.649872982326294e-11,9.74100034295934e-11,8.689983394476655e-11,0.0495846120717979
UGC05253,train,simple_mond,21.6,245.0,231.04360144026643,3.20582405648332e-11,9.00591559485639e-11,8.009097761428112e-11,0.050944277533040205
UGC05253,train,simple_mond,23.33,244.0,231.10900032213902,2.8346614328495546e-11,8.270168700229736e-11,7.419393991159212e-11,0.04714593468222355
UGC05253,train,simple_mond,26.7,243.0,231.09045368127894,2.2733056672573672e-11,7.167220084734094e-11,6.481898166752742e-11,0.04364853680245124
UGC05253,train,simple_mond,29.95,239.0,230.06239481509618,1.850321330608532e-11,6.180853215103559e-11,5.727220455012076e-11,0.033104529434998
UGC05253,train,simple_mond,33.32,231.0,228.49513277461799,1.5099342702159394e-11,5.1900127150072256e-11,5.078066326392436e-11,0.009470052781205033
UGC05253,train,simple_mond,36.68,219.0,227.36907843277763,1.2592375806233767e-11,4.2374867911952347e-11,4.567546010131028e-11,-0.03257457335271992
UGC05253,train,simple_mond,39.94,210.0,226.07029416685396,1.0650411550239697e-11,3.578326656597309e-11,4.146946123260761e-11,-0.06404840937604252
UGC05253,train,simple_mond,43.3,210.0,225.32197750944965,9.138687716360315e-12,3.300655119272437e-11,3.7998693676229657e-11,-0.06116851875192839
UGC05253,train,simple_mond,46.67,212.0,226.04242780496676,8.096676919371042e-12,3.120925313580192e-11,3.5480651047350685e-11,-0.05570820450975457
UGC05253,train,simple_mond,49.92,213.0,227.17955318987595,7.31313143034913e-12,2.9453308410016307e-11,3.350528837580589e-11,-0.05597927522507079
UGC05253,train,simple_mond,53.29,218.0,226.76049601769023,6.464308194732504e-12,2.8901256324179772e-11,3.1270766821198043e-11,-0.034221809389055544
UGC05253,train,standard_mond,0.25,233.0,185.05799927815698,4.437788184396643e-09,7.037546673785805e-09,4.43940913363766e-09,0.20009611693441234
UGC05253,train,standard_mond,0.38,234.0,213.16334083583857,3.873314558750324e-09,4.669792388758307e-09,3.875171206006366e-09,0.08100667847931155
UGC05253,train,standard_mond,0.51,235.0,226.2620471017932,3.250928628579193e-09,3.5092556129326485e-09,3.2531396190295345e-09,0.03291230038639932
UGC05253,train,standard_mond,0.63,236.0,232.67943517643906,2.782416439121881e-09,2.865054655633228e-09,2.784998124873268e-09,0.012308004163171536
UGC05253,train,standard_mond,0.76,237.0,235.21513428741915,2.3561628746099946e-09,2.395149104063165e-09,2.359208836066389e-09,0.0065661683849944875
UGC05253,train,standard_mond,0.89,238.0,236.46775079834282,2.0325926691373027e-09,2.062592158104344e-09,2.0361196218962398e-09,0.005610073058973128
UGC05253,train,standard_mond,1.01,239.0,238.06275582147364,1.8145438790823634e-09,1.8328371662609067e-09,1.8184903232801067e-09,0.0034128885028170586
UGC05253,train,standard_mond,1.14,240.0,238.5629941780086,1.613464636099175e-09,1.6374463778245216e-09,1.617896581190914e-09,0.005216329572017984
UGC05253,train,standard_mond,1.27,240.0,237.58723891567777,1.4354566854146288e-09,1.4698337564724048e-09,1.4404293263259066e-09,0.00877626246598625
UGC05253,train,standard_mond,1.39,241.0,238.0981109526647,1.3163276725903116e-09,1.3541561288504904e-09,1.3217415848585308e-09,0.010522185613292828
UGC05253,train,standard_mond,1.52,242.0,238.08801717395252,1.2026817767068816e-09,1.2486381467567092e-09,1.2085954173242192e-09,0.014155655608782897
UGC05253,train,standard_mond,1.65,242.0,237.33519850402587,1.0998919951561526e-09,1.15026059580012e-09,1.1063430564099264e-09,0.01690642802964926
UGC05253,train,standard_mond,1.77,243.0,236.54380365324016,1.0175137047747318e-09,1.0811569280361599e-09,1.0244702245828461e-09,0.023389395117811584
UGC05253,train,standard_mond,1.9,244.0,235.79143776807024,9.408110146468043e-10,1.0154896619808408e-09,9.483134605716061e-10,0.029723591427291484
UGC05253,train,standard_mond,2.03,244.0,235.22147257934057,8.752580579667544e-10,9.504583043170431e-10,8.832982008957067e-10,0.03182572367653948
UGC05253,train,standard_mond,2.16,244.0,234.87555017118777,8.191328298265147e-10,8.932547952609247e-10,8.276968919949788e-10,0.033104031879934194
UGC05253,train,standard_mond,2.28,245.0,234.93192575244046,7.754906371415737e-10,8.531920037232371e-10,7.845103635096581e-10,0.03644809144479302
UGC05253,train,standard_mond,2.41,245.0,235.30027177983246,7.350353351209537e-10,8.071691985431453e-10,7.445215448302564e-10,0.03508731112659009
